id	source with headwords	gender labels of headwords
5836	Mr [[President]], Mr [[Vice-President]], first [[I]] think [[we]] should all congratulate Mr [[Jarzembowski]] on his excellent work, the time he spent on it and, of course, his patience, because this is an exceptionally tricky issue.	Male,Male,Amb,Amb,Male
5837	Mr [[President]], first of all, congratulations to Mrs [[Isler Béguin]] on her report which [[I]] think is excellent and constructive.	Male,Female,Amb
5838	On behalf of the [[Commission]] and my [[colleagues]] here present, [[I]] would therefore like to thank the Committee on Budgets, its Chairman, Mr [[Wynn]], your rapporteurs Mr [[Colom i Naval]], Mr [[Podestà]] and Mr [[Färm]], for the quality and speed of their cooperation.	Amb,Amb,Amb,Male,Male,Male,Male
5839	The best approach is one whereby the [[government]] pays for the education that a [[person]] receives before entering the labour market.	Amb,Amb
5840	Also, Mrs [[Maes]], the problem raised today by these two death sentences reveals changes in the borders made by the [[Chinese]].	Female,Amb
5841	Mr [[President]], [[I]] should like to thank the [[Commissioner]] for what he has said, and also Mrs [[Sandbæk]] for so eloquently defining why this is such an important and urgent regulation for [[us]] to deal with tomorrow.	Male,Amb,Male,Female,Amb
5842	Fortunately the proposals of the rapporteurs, Mrs [[Thyssen]], Mrs [[Patrie]] and Mr [[Whitehead]] are moving in more or less that direction.	Female,Female,Male
5843	[[I]] wish Mrs [[Napoletano]] every success with her task, and I would like to assure her that she can totally rely on the full support and cooperation of the [[Commission]] in her work.	Amb,Female,Amb
5844	[[We]] agree with or subscribe to this announcement and express our solidarity with the Palestinian People's Party and the Palestinian [[people]] in general, who are being given a particularly hard time at the moment by the [[Sharon]] regime, which is taking advantage of the fact that the world's attention has turned elsewhere, including to Iraq, in order to promote and complete its crime.	Amb,Amb,Amb
5845	Foreign [[troops]] and national [[militia]], with countless [[child soldiers]] among them, have free play to plunder the country of its assets of gold, uranium, oil and diamonds to their heart's content, destroy fields and villages, rape [[women]] and [[girls]] on a massive scale and assist one ethnic [[population group]] in massacring [[another]].	Amb,Amb,Amb,Female,Female,Amb,Amb
5846	For the reasons that [[I]] have just given, Mrs [[Mann]], our preference is therefore still for a joint approach with the ASEAN countries.	Amb,Female
5847	Some of the [[women]] did in fact obtain more votes at the party conference than some of the [[men]] but were listed beneath men with fewer votes because, according to our rule, every other [[person]] on the list must be a woman.	Female,Male,Female
5848	Let [[me]] quote the typical example of the decoupling of subsidies from production, which the [[rapporteur]] welcomes, together with the conversion of intervention schemes to simple insurance networks and the exit of [[farmers]] from the market to become businessmen, to quote Mr [[Fischler]].	Amb,Amb,Male,Male
5849	My lady [[colleagues]] and [[I]] had ourselves submitted amendments to these own-initiative reports, only – as we are accustomed to doing – to see them fail in the [[Committee]] on Women’s Rights and Equal Opportunities, and that is why we have resubmitted some of them to be voted on.	Female,Amb,Amb
5850	The [[Junker]] report must be viewed in terms both of what it states explicitly, but also in terms of what it implies.	Amb
5851	[[We]] have noticed over this period that the financial perspective, as Mr [[Colom i Naval]] pointed out in one of his working papers, is indeed somewhat rigid and requires certain changes.	Amb,Male
5852	[[I]] would like to take this debate as a starting point, by saying that I agree with the [[Commissioner]], that there must be nothing automatic about nominations being made by certain countries, and that it would have been a good thing if [[we]] had had several [[candidates]] for the seats available, and hence a competing array of qualities, principles, opinions and fundamental beliefs to choose from.	Amb,Amb,Amb,Amb
5853	To conclude, [[I]] therefore ask [[you]] to vote in favour of this very satisfactory report proposed by our fellow MEP, Mr [[Weber]].	Amb,Amb,Male
5854	It is calculated that 90% of the [[people]] suffering from these diseases are [[women]].	Female,Female
5855	Mr [[President]], the report by Mr [[Graefe zu Baringdorf]] discussed here today identifies clearly and concisely the shortcomings and flaws of the risk and crisis management system in European agriculture.	Male,Male
5856	[[I]] would like to conclude by thanking Mrs [[Bauer]] for a fine report.	Amb,Female
5857	But [[we]] hope to cooperate very well with any [[candidate]] put forward by Mr [[Radwan]].	Amb,Amb,Male
5858	[[I]] say that the situation is economically confused because, while I agree with the [[Commission's]] view that the economic situation is good, or at least much better than it was previously, I must emphasise that our potential 2% growth is not enough to absorb Europe's [[unemployed]], to keep pace with our [[competitors]] or to maintain our standard of living.	Amb,Amb,Amb,Amb
5859	When I worked as a [[professor]], I was saddened to find that some universities, particularly those that always appear right at the top of the major rankings - for example British elite universities such as Oxford and Cambridge - were extremely reserved when it came to the Erasmus programme, in contrast to many other universities.	Amb
5860	Or perhaps Mrs [[Prets]] or Mr [[Poettering]] can tell [[us]] whether they would allow product placement in a television drama in order to promote the sale of Volkswagens, and [[I]] call on Chancellor [[Merkel]] and Mr [[Neumann]], her minister of state for culture, now that the German Presidency of the Council is about to begin, to go beyond half-hearted resistance to product placement and give a clear indication of their opposition to it.	Female,Male,Amb,Amb,Female,Male
5861	[[We]] are awaiting a clear answer at last from the [[players]] in the European space industry, regarding financial participation, the mode of funding based on a 2/3 formula, since this is what was stated in the call for tenders.	Amb,Amb
5862	(NL) Mr [[President]], [[Prime Minister]], [[I]] should first of all like to thank you for coming to Strasbourg.	Male,Amb,Amb
5863	At Monday's meeting of the General Affairs Council, the Foreign [[Ministers]] of the European Union called for an immediate end to the violence and assured President [[Abbas]] of their full support for his decisions.	Amb,Male
5864	[[President-in-Office]] of the Council. - (PT) Mr [[Papadimoulis]], I think that, as regards questions of human rights in our relations with Turkey, the Presidency and the Council have been clear, demanding and firm both now and in the past, as they will also be in the future.	Amb,Male
5865	[[author]]. - Mr [[President]], I should like to emphasise that the [[Greens]] are very aware that the consequences of a totally liberalised textile and apparel market for EU-based [[producers]] is still a very pressing issue, particularly for certain production zones within the EU in which the industry is highly concentrated.	Amb,Male,Amb,Amb
5866	15% of [[people]] with higher education are [[women]].	Female,Female
5867	But what [[I]] would say is that [[we]] always have to be very careful about giving arbitrary powers to a [[chairman]] or a [[president]].	Amb,Amb,Amb,Amb
5868	In any civilian missions of the European Union, this responsibility lies with the [[head]] of the mission under the civilian operation [[commander's]] leadership.	Amb,Amb
5869	in writing. - (EL) [[I]] voted in favour of Mrs [[Oomen-Ruijten's]] report as a whole.	Amb,Female
5870	[[author]]. - (ES) Mr [[President]], two years ago [[I]] had the opportunity, as part of a mission headed by Mrs [[Isler Béguin]], my colleague, who is in the Chamber here, to visit Sierra Leone, to attend the Special Court and to become aware of the huge task that it was accomplishing, not only for Sierra Leona, but also for [[mankind]] as a whole.	Amb,Male,Amb,Female,Amb
5871	Mr [[Duff]], the rule on when there are a large number of amendments in plenary and the [[President]] can ask a [[committee]] to look at it: it is not a referral back to committee of the report.	Male,Amb,Amb
5872	(FI) Madam [[President]], Mr [[Czarnecki]] perhaps does not know that on 22 December 2009, a European [[government]] admitted for the first time that there had been such a secret detention centre on its own territory.	Female,Male,Amb
5873	[[We]] regret the lack of timely, reliable, comparable data, at both regional and EU level, for the indicators decided on for the follow-up to the Beijing Platform for Action, including [[women]] and poverty, violence against women, institutional mechanisms, women and armed conflict and the girl [[child]].	Amb,Female,Female
5874	These [[women]] should be given the same opportunities as their male [[colleagues]] without having to resort to quotas and the like.	Female,Male
5875	[[I]] would like to dedicate this minute to a [[baby]] boy who I met on 1 December 2009 in Luanda, when [[we]] were in Angola for the ACP-EU Parliamentary Assembly.	Amb,Male,Amb
5876	This is why, in view of all these crises and questions and in accordance with our mandate, [[we]] wanted to produce a practical follow-up to [[Mario Monti's]] findings, and indeed to the consistent findings that this [[Parliament]], under the guidance of Mr [[Grech]], whom [[I]] thank, has also come up with concerning the imperfect, incomplete, and occasionally disappointing, functioning of this large single market.	Amb,Amb,Amb,Male,Amb
5877	As this possibility has been introduced by the working [[group]] on parliamentary reform, [[I]] am very sympathetic to that and [[we]] have enough time, but nevertheless I have to ask the [[speaker]] if he will take all those questions.	Amb,Amb,Amb,Male
5878	[[I]] very much wish, in the name of consistency, that [[colleagues]] would be equally interested in repression of the rights of [[representatives]] of other religions, because we are very often told by other countries that we are one-sided and biased, so I think this is a question of real coherence and credibility.	Amb,Amb,Amb
5879	Next June, Vice-President [[Almunia]] will present to [[you]] the Report on Competition Policy 2010.	Amb,Amb
5880	Mr [[Tavares]], [[I]] hope you will forgive me, but [[we]] are so far behind schedule that I had to cut you off.	Male,Amb,Amb
5881	Let [[me]] finally draw your attention to another factor: many honourable [[Members]] have raised the political issue of the relationship with Morocco - the Sahara issue and others.	Amb,Amb
5882	[[I]] can only say that the British [[Government]] and the British [[Minister]] for Agriculture have announced that they are now in a position to put a proposal on the table, as regards the additional slaughter programme, by the end of this month at the latest.	Amb,Amb,Amb
5883	Madam [[President]], [[I]] should also like to express my thanks for the [[Ombudsman's]] activity report and the report by Mrs [[Ahern]].	Female,Amb,Amb,Female
5884	The next item is the recommendation for second reading (A4-0266/96) on behalf of the [[Committee]] on the Environment, Public Health and Consumer Protection, on the common position established by the Council (C4-0331/96-95/0107(SYN)) with a view to the adoption of a Council Regulation amending Regulation (EEC) No 259/93 on the supervision and control of shipments of waste within, into and out of the European Community (rapporteur: Mr [[Virgin]]).	Amb,Male
5885	(The [[President]] drew lots to appoint the [[tellers]])	Amb,Amb
5886	[[I]] should like to invite my [[colleague]] to come with me some time to Kloster Andechs, where one of Bavaria's best beers is brewed, and she will see for herself how healthy beer is for body and soul!	Amb,Female
5887	My colleague Mrs [[Cresson]] has made it clear that the [[Commission]] does not agree with the stance which the [[Council]] has adopted on the matter.	Female,Amb,Amb
5888	Reading that book in translation - [[I]] was unable to read it in Chinese, as I do not have that ability - I came across the famous phrase in which [[Mao Zedong]] says that instead of giving a [[child]] a fish to eat, it is better to give him a rod to fish with.	Amb,Amb,Male
5889	Petty pedantic speculation or issues of national egoism, such as the issue of the [[President]] of the Central Bank, should not obscure the true context of Economic and Monetary Union, the common vision of European integration, which must not of course be a reason for excluding and marginalizing some countries.	Amb
5890	The national [[parliaments]] do not have the competence to decide the appointment of the [[head]] of the ECB, whereas they do decide the appointment of the [[president]] of their own central banks, as the Greek Parliament recently did.	Amb,Amb,Amb
5891	Madam [[Commissioner]], that amounts to subsidising [[them]].	Female,Amb
5892	However, there is reason to believe that the harsh working hours contribute to a significant drop-out rate, with a particular impact on women junior [[doctors]].	Female
5893	[[We]] are driving ourselves into a dead end by flouting [[MEPs']] prerogatives, by flouting the European Union' s history of parliamentarianism and that of all its Member States. And because we do not want to rectify mistakes that we made six months ago, we are prepared to institutionalise informing within our Parliament, which allows any [[assistant]] or [[official]] in Parliament to inform on [[someone]] because he suspects that so and so' s [[brother-in-law' s]] [[cousin]] may have committed fraud!	Amb,Amb,Amb,Amb,Amb,Male,Amb
5894	SS-[[Junker]] Schools	Amb
5895	[[Black]] and [[Tans]]	Amb,Amb
5896	The Silent [[Star]]	Amb
5897	Footer World Amateur [[Champions]] Light Heavyweight	Amb
5898	[[Zij]]-[[i]] [[Sultani]]	Female,Female,Amb
5899	Kondo [[model]]	Amb
5900	Did [[Marco Polo]] Go to China?	Amb
5901	[[Noa]] and [[I]] agreed because of our eight-year collaboration," she said.	Amb,Female
5902	[[Jay Nordlinger]] of National Review wrote that she was "an extraordinary [[person]]" and produced a podcast interview with her.	Amb,Female
5903	At present he is [[director]] of the magazine Tractat de l'Aigua (Valencian Interdisciplinary Review on Water).	Male
5904	Confronted with the evidence, the [[lover]] confessed to the murder.	Amb
5905	Painter and instructor [[Ishikawa Kinichiro]] contributed immensely in planning the training of new art [[teachers]].	Amb,Amb
5906	She was inspired to become an [[author]] after reading Are You There God?	Female
5907	The composition of about 14 minutes presents a theme with six [[character]] variations, framed by an introduction and a postlude.	Amb
5908	Upon this achievement, [[he]] was awarded by Guinness World Records the title of "The first [[person]] to hold simultaneous overall speed records for ocean rowing all three oceans", one of the highest honors in the history of ocean rowing.	Male,Male
5909	On October 28, 1819, [[Walker]] was elected by an almost unanimous vote of the state legislature as the first United States senator from Alabama.	Amb
5910	Between 1448 and 1461, [[Cousin]] was employed in the orchestra at the French court, and perhaps as early as 1452, as [[Ockeghem]] at this time became an employee of the French [[king]].	Amb,Amb,Male
5911	The [[governor-general]] and the [[council]] would have complete legislative powers.	Amb,Amb
5912	In her career as a performing [[artist]], which has spanned over 20 years, she has performed with numerous [[choreographers]] and [[dancers]], several circus [[companies]], and in the Coney Island SideShow.	Female,Amb,Amb,Amb
5913	The [[speaker]] of the board and his [[deputy]] take special care of the supervision and recruitment of junior professorships.	Male,Amb
5914	Returning home, [[Sam]] learns from his girlfriend [[Hannah]] ([[Olivia Wilde]]) that [[Jerry]], his estranged father, has died in L.A. of cancer.	Male,Female,Female,Male
5915	His first major government job was [[chief]] of telecommunications in Guinea-Bissau.	Male
5916	The second design criterion was that the new trainer should be relatively safe to fly, both for the [[student]] and his [[instructor]].	Male,Amb
5917	In the Odyssey, twelve female [[servants]] sleep with the [[suitors]] (20:6–8) against [[Euryclea's]] direct orders (22:423–425).	Female,Amb,Amb
5918	The following year, [[Napoleon]] sold Louisiana to the United States.	Amb
5919	As a retired factory [[employee]] of Xinyu Iron and Steel Group, she attracted widespread attention for independently running for a local [[delegate]] to the National [[People's]] Congress in 2011.	Female,Amb,Amb
5920	Each Guro village has a local Zaouli [[dancer]] (always male), performing during funerals and celebrations.	Male
5921	The [[servant]] asked three times, and each time the [[princess]] refused to give her consent, instead replying "If [[Ralambo]] is king and I am queen."	Female,Female,Male
5922	The [[author]] himself comments about "Reincarnations": "Such a sonnet holds doctrines discovered by [[sages]] from all religions and is the pure diamond of Truth.	Male,Amb
5923	The [[Confederates]] hoped to seize Corinth from an unexpected direction, isolating [[Rosecrans]] from [[reinforcements]], and then sweep into Middle Tennessee.	Amb,Amb,Amb
5924	On the corner of Dachauer Straße is the cultural center "Schwere Reiter - Dance Theater" since 1993, next to it is the "Munich Center of Community Arts" (MUCCA) and other objects of the creative district Schwabing, according to Süddeutsche Zeitung "the most vibrant and versatile [[artist]] biotope" of Munich.	Amb
5925	A large number of change requests and bureaucratic requirements drove up costs, including, for example, the legal requirement that, according to the German Workplace Ordinance, the transport of pregnant female [[soldiers]] must also still be possible.	Female
5926	The third [[person]] plural is marked with -о (conjugation I) or -ло (conjugation II).	Amb
5927	The [[winner]] of the David Cohen Prize chooses the [[recipient]] of the Clarissa Luard Award, valued at £12,500 (funded by the Arts Council of England), and given to a [[writer]] under the age of 35 or an [[organisation]] that supports young [[writers]].	Amb,Amb,Amb,Amb,Amb
5928	[[He]] was ranked by Forbes magazine in March 2008 as the 1014th-richest [[person]] in the world, with a net worth of $1.1 billion.	Male,Male
5929	The [[princes]], it is true, did try to formulate their arguments similar to [[Innocent IV’s]] statement in the deposition of [[Frederick II]], but the process was unheard of for this time.	Male,Amb,Amb
5930	The sixth attacked [[victim]] survived only because [[Däter]] misinterpreted her fainting as a completed murder.	Female,Amb
5931	The [[heads]] of the other two national [[delegations]] are Vice Chairmen of the Presidium.	Male,Amb
5932	More than 6,000 foreign forced [[laborers]] worked in Kabelwerk Oberspree and other factories located in the AEG factory complex, as well as female [[inmates]] of the Sachsenhausen concentration camp in 1944/1945.	Amb,Female
5933	Occasionally it was used as accommodation for the royal hunting parties of the Celle [[dukes]], who came here in order to hunt in the great forests around Gifhorn.	Male
5934	Kitchen, service and [[servant]] amenities are on the ground floor, as are the gun room, stores and beer and wine cellars.	Amb
5935	In her prose poem L’Amazone française ou Jeanne d’Arc (2 volumes, 1819 and 1823) the strictly Catholic and royalist-minded [[author]] has [[Joan of Arc]] predicted for [[Blanche]] of Castile the French Revolution, the death of King [[Louis XVI]] and the reign of [[Louis XVIII]].	Female,Amb,Amb,Male,Amb
5936	In June 2011, the [[couple]] announced they were expecting their first [[child]] together; however, [[Marcil]] suffered a miscarriage, her second that year.	Amb,Amb,Female
5937	On 12 August 1860, the entire line was opened in the presence of King [[Maximilian II]] and Emperor [[Franz Joseph]].	Male,Male
5938	The statue initially belonged to the collection of Lord [[Hope]] and was later acquired by [[Michael Embeirikos]], who gave it to the National Archaeological Museum of Athens in 1924.	Male,Amb
5939	Both [[Joseph Smith]] and [[Brigham Young]] referred to the Curse of Ham to justify slavery.	Amb,Amb
5940	World [[Champion]] 1990.	Amb
5941	The three [[mummies]] with painted portraits lay at the bottom; they were those of the woman [[Aline]] and of two female [[children]].	Female,Female,Female
5942	In June 2007 [[she]] became [[Chairman]] of the Board of Human-Etisk Forbund, the Norwegian humanist organization, a position she held until 2013.	Female,Female
5943	From 2006 to early 2009, she was the [[Chairman]] and CEO of the Financial Industry Regulatory Authority (FINRA), the securities industry's self-regulatory organization for [[broker-dealers]] and exchanges in the United States.	Female,Amb
5944	An extraordinary and celebrated [[teacher]], his international roster of [[students]] includes young [[artists]] from Eastern Europe, as well as Portugal, Spain, Mexico, South Africa and the United States.	Male,Amb,Amb
5945	A431 cells were established from an epidermoid carcinoma in the skin (epidermis) of an 85- year-old female [[patient]].	Female
5946	From 1983 to 1990 [[he]] was [[chief]] of the news department of Radio Liberty in Munich.	Male,Male
5947	In 1853, [[Durieu]] worked with [[Delacroix]] on a series of photographs of different male and female nude [[models]].	Amb,Amb,Female
5948	By profession he is a University [[teacher]] of Economical Sciences.	Male
5949	[[Model]] agreed with [[von Küchler]], and as one of [[Hitler's]] favourites he also was allowed more freedom.	Male,Male,Amb
5950	"Metacritic: 2007 Film [[Critic]] Top Ten Lists".	Amb
5951	A promising Taekwondo [[athlete]].	Amb
5952	[[Official]] who conducts prosecution.	Amb
5953	Among his last words: "[[I]] wanted it to end like this."	Male
5954	It would take 15 years for [[Head]] to obtain Botswana citizenship.	Amb
5955	"If there had been [[I]] would be dead", he said.	Male
5956	[[He]] makes a great [[friend]] but a dangerous enemy.	Male,Male
5957	In spite of the obvious participation of [[assistants]], the entire cycle seems to have been planned by a single [[artist]] and can be considered as homogeneous and characteristic of his style.	Amb,Male
5958	These works would secure her place in the art world as one of the great [[artists]] of the time and influence all of the subsequent work she created .	Female
5959	The same year [[Eugene]] and STB channel broke the contract ahead of time and the [[singer]] proceeded with his career on his own.	Amb,Male
5960	54.6% of all [[students]] are male.	Male
5961	Her jobs in Cleveland have included high school drama [[teacher]] and reporter for Oh Hi, Ohio, a local news magazine program.	Female
5962	This minor planet was named for the principal female [[character]] of the opera Norma by Italian composer [[Vincenzo Bellini]] (1801–1835).	Female,Amb
5963	[[He]] is a [[fan]] of the work of video game developer [[Warren Spector]] writing positive pieces on Spector's games, most notably the Ion Storm produced games Deus Ex and Thief: Deadly Shadows.	Male,Male,Amb
5964	He is the [[author]] of numerous books on the history of the development of nuclear energy.	Male
5965	[[Omneya Abdel Kawy]] (EGY) 11–5, 11–8, 11–6 [[David]] wins her fifth world title in six years.	Female,Female
5966	Be that as it may, the [[author]] writes a/ter a clear theory of her own as to the duties of the [[novelist]].	Female,Amb
5967	A fifth [[victim]], attacked outside the train, was a local woman.	Female
5968	[[He]] was baptised by his [[mother's]] uncle, [[Boniface of Savoy]], Archbishop of Canterbury, and was named Edmund in honour of [[Saint Edmund of Abingdon]], Boniface's predecessor as archbishop.	Male,Female,Male,Male
5969	Since 2011, [[he]] has been an Associate [[Editor]] of the Journal of the American Chemical Society.	Male,Male
5970	Meetings of more than four [[people]] were banned and [[people]] were prohibited from walking in [[groups]] larger than four.	Amb,Amb,Amb
5971	[[Kate]] is telling [[Suzuki]] to assure [[Butterfly]] that Kate will look after her [[child]] like her own son.	Female,Amb,Amb,Male
5972	[[Members]] were also active in the black market.	Amb
5973	[[Gray]] was never indicted in relation to Watergate, but the scandal dogged him afterwards.	Male
5974	The [[men's]] regular season conference [[champion]] is awarded the MacNaughton Cup, while the league's tournament [[champion]] winning the WCHA Final Five takes home the Broadmoor Trophy.	Male,Male,Amb
5975	Before retiring as an Emeritus [[Professor]] in 1998 [[he]] published mainly studies in literature; since his retirement he has concentrated on translating from German or Hungarian.	Male,Male
5976	[[He]] was promoted to [[CEO]] in March 2002, while retaining the title of president, and named chairman effective January 1, 2003.	Male,Male
5977	As a Dutch [[person]], I have to say that I am also moved by the discrimination issue involving generations of Dutch [[speakers]], often fellow believers, who kept the apartheid regime in South Africa alive.	Amb,Amb
5978	Finally, regarding Serbia, [[I]] would like to tell Mr [[Barón Crespo]] that he and his [[group]] might at least have the good grace to keep quiet on the subject, given that throughout the previous [[parliament]] his group was willing to go to any lengths to block any action designed to bring [[Milosevic]] to justice, and when a majority was achieved it was not with the support of the Socialist Group.	Amb,Male,Amb,Amb,Amb
5979	[[We]] are currently conspiring to kill off the [[Commission]], a murder with a willing [[victim]], since the Commission fell in with the [[Council' s]] proposals last week.	Amb,Amb,Amb,Amb
5980	Mr [[President]], as a [[member]] of the EU-Turkey Joint Parliamentary Committee, I take a close interest in Turkey's accession prospects.	Male,Amb
5981	To cite my dear friend, Mr [[Newton Dunn]], perhaps the best way to answer this is: yes or no.	Male
5982	[[I]] hope that that feeling of dissatisfaction with the reply has nothing to do with the fact that Commissioner [[Patten]] is British, but, on the other hand, on the most important issue - the repair of the submarine in a European Union port which does not meet the minimum requirements - he said that this was an internal issue for the United Kingdom, when, according to the Euratom Treaty, this is not the case; and, on the other hand, he simply said that he would keep [[Parliament]] informed.	Amb,Male,Amb
5983	Madam [[President]], may [[I]] suggest to you that the adoption of Amendment No 46, does not mean Amendment No 47 falls. In my [[group' s]] view, it constitutes a wholly useful complement and is in no way opposed to the wording of Article 46.	Female,Amb,Amb
5984	Mr [[President]], [[I]] would like to start by congratulating my colleague, Mrs [[Ghilardotti]], as well as the [[Council]] and the [[Commission]] for having finally secured progress on this dossier.	Male,Amb,Female,Amb,Amb
5985	And, of course, [[we]] all know what that means, we just have to make allowances for the usual abusive response by the Turkish foreign [[secretary]] towards the honourable Mr [[Poos]] and his report, which is seen as negative towards Turkey.	Amb,Amb,Male
5986	[[We]] should like the following to be added to this section: "welcomes in this respect the future meeting between the [[president]] of Cyprus and the [[leader]] of the Turkish [[community]]".	Amb,Amb,Amb,Amb
5987	. (DE) [[I]] have not voted for the compromise motion of Article 15(1) proposed by Mrs [[Paciotti]] and Mrs [[Palacio]].	Amb,Female,Female
5988	What [[I]] would welcome is for the plan for a [[task force]], which was set up during the previous European Summit and which mainly aims to implement policy, to be coupled to this idea of structural reforms.	Amb,Amb
5989	The Group of the European People's Party (Christian Democrats) and European Democrats is asking that the Government of Burma should now release from arrest the Nobel Prize [[winner]], her [[fellow-campaigners]] and the political [[prisoners]].	Female,Amb,Amb
5990	Mrs [[Stihler]] may like to note that it was, in this respect, more Eurosceptic than the British [[Conservatives]].	Female,Amb
5991	At that time I was the youngest Member of Parliament and, including me, there were only two women [[Members]].	Female
5992	Mr [[President]], [[Commissioner]], Mr [[Bradbourn]], [[I]] would first of all like to welcome the ambitions of this trans-European network programme.	Male,Amb,Male,Amb
5993	Mr [[President]], [[I]] welcome the [[Commissioner]] and wish to pick up on something he referred to rather poignantly: development aid through trade.	Male,Amb,Male
5994	Every year, [[Parliament]] criticises this trend and [[we]] have again just heard Mr [[Ferber]], Mrs [[Guy-Quint]] and Mrs [[Trüpel]] echo this dissatisfaction.	Amb,Amb,Male,Female,Female
5995	For this reason, [[I]] ask [[you]] to stand by what you said in your strategic guidelines and what you presented to [[us]], together with Mrs [[Wallström]] and Mr [[Verheugen]], in the Lisbon strategy, which formulates these very principles: greater flexibility and more competition, certainly, but also an enduring commitment to the social structures that are Europe’s greatest achievement.	Amb,Amb,Amb,Female,Male
5996	[[I]] am among [[those]] who believe that, when a job is performed in accordance with a certain number of rules, this also enables the [[worker]] to give his best and often to be more efficient.	Amb,Amb,Male
5997	Some fellow [[Members]] have also mentioned that the European [[public]] expects increased common action among the Member States in the field of foreign and security policy.	Amb,Amb
5998	The European Union, as you quite rightly said [[Commissioner]], has made material and credible contributions to the current negotiations.	Amb
5999	[[Europeans]] must be aware that what Mr [[Solana]], Mr [[Winkler]] and Mrs [[Ferrero-Waldner]] have set out is none other than the neighbourhood policy of the European Union, on whose doorstep lie the crisis regions that they have described.	Amb,Male,Male,Female
6000	In its Agenda 2000 – and [[I]] am happy to refer to that because I was a [[member]] of the Steering [[Group]] for Agenda 2000, which was adopted in 1997 – the [[Commission]] examined the impact of the accession of central and eastern European countries from two angles: its impact on EU policies such as agriculture or regional policy, and its budgetary consequences.	Amb,Amb,Amb,Amb
6001	The very procedures for gaining access to the world of work, the terms and conditions of contracts, and the availability of [[family]] support services to [[parents]] and [[relatives]] of [[those]] requiring care, to give just a few examples, seriously interfere in practice with many [[women’s]] personal freedom of choice to develop a career to the same level as their male [[colleagues]].	Amb,Amb,Amb,Amb,Female,Male
6002	– Mr [[President]], Mr [[Gargani]] is right to ask for [[Parliament]] to be consulted on the modification of the Protocol on Privileges and Immunities.	Male,Male,Amb
6003	on behalf of the GUE/NGL [[Group]]. - (FI) Mr [[President]], [[Commissioner]], [[I]] was going to say Madam [[Minister]], but I will not.	Amb,Male,Amb,Amb,Female
6004	[[I]] am very grateful to the German Federal [[Chancellor]] for her clear statement and also for the fact that the results of this conference and its conclusions will be on the agenda not only of the Health [[Ministers']] Council, but also of the summit in June.	Amb,Female,Amb
6005	[[author]]. - (SV) Thank you Mr [[President]].	Amb,Male
6006	[[Vice-President]] of the Commission. - Madam [[President]], I wish to begin by congratulating the [[rapporteur]] on her report.	Amb,Female,Female
6007	on behalf of the PPE-DE [[Group]]. - (PT) Madam [[President]], [[I]] note the spirit of compromise shown by the Socialist benches and, on behalf of the PPE-DE Group, I must say that [[we]] are also open to compromise and will not therefore oppose this suggestion.	Amb,Female,Amb,Amb
6008	In November of last year, a British [[teacher]] was accused of insulting Islam while teaching in Sudan after allowing her class of [[seven-year-olds]] to name a teddy bear [[Mohammed]].	Female,Amb,Amb
6009	He is a pleasant and able [[colleague]], but he is wrong about most things, and he is totally wrong in this case.	Male
6010	The interesting report by Mrs [[Miguélez Ramos]] and the discussion it has initiated amount to a characteristic object lesson, a further justification for maintaining humility in the face of the mysteries of the deep - humility, may [[I]] add, that requires the necessary compensation at least in the form of research into the deepest European basins, the scope of which is regularly enlarged.	Female,Amb
6011	[[Presidents]], [[Ministers]], [[ladies]] and [[gentlemen]], [[we]] cannot remain silent in the face of the tragic events which took place last week in Guinea.	Amb,Amb,Female,Male,Amb
6012	In September this year, the Supreme [[Court]] in Colombo sentenced a [[journalist]] to 20 years' imprisonment, which the EU Presidency regarded as a threat to freedom of speech and which was roundly condemned.	Amb,Amb
6013	[[Member]] of the [[Commission]]. - I hope the honourable [[Member]] will respect the fact that I will not go into detail about one draft out of many that has been leaked.	Amb,Amb,Amb
6014	(DE) [[Madam President]], [[Commissioner]], [[ladies]] and [[gentlemen]], it is, of course, completely normal in the European Parliament to begin by thanking our fellow [[Members]], but in the case of this directive, [[I]] believe that it is actually appropriate to start with this expression of thanks.	Female,Amb,Female,Male,Amb,Amb
6015	On the contrary, this particular resolution calls for more [[women]] to be employed in [[police]] and military missions and for the EU to deploy more women [[officers]] and [[soldiers]] in CSDP missions.	Female,Amb,Female,Female
6016	Fourthly, and here [[I]] need to thank Commissioner [[Piebalgs]] for having already addressed one of my concerns in his answer to Mrs [[Keller]], the European Investment Bank already takes all these factors into account.	Amb,Male,Female
6017	Mr [[President]], [[I]] would like to thank the [[Commissioner]] for her introduction.	Male,Amb,Female
6018	Madam [[President]], [[I]] must say that I am very concerned about some of the aspects I have listened to here in Parliament recently - tonight, the shortage of rare earth elements; last night, the 80% deficiency in protein; a few weeks ago, sugar beet factories being closed down and now [[we]] have a deficiency in sugar.	Female,Amb,Amb
6019	Indeed, it is the leading country in the Association of South-East Asian Nations (ASEAN), with whom the European Union signed a Partnership and Cooperation Agreement in November 2009, and currently holds the [[chair]] of ASEAN.	Amb
6020	In a quiet country lane in Rettendon, three drugs-related execution-style murders today remain unsolved and a Billericay [[businessman]] was found shot dead in his car with £5, 000 of drugs money left on the dashboard.	Male
6021	It is regrettable that there was no [[expert]] with environmental or food law experience on the Molitor [[Committee]].	Amb,Amb
