id	source with headwords	gender labels of headwords
7714	Japanese Clouded [[Salamander]]	Amb
7715	[[Grandmaster]] craftsman	Male
7716	Lords [[Commissioners]] of the Admiralty	Male
7717	[[I]] would say to Mrs [[Schörling]] that almost all money for HIPC is found from the existing development budgets.	Amb,Female
7718	If [[we]] really want to make it easier for the [[citizens]] to exercise their rights in practice, we will need specially trained [[staff]] in these contact points, who can, so to speak, take the citizen who is seeking information by the hand and guide him through the complex labyrinth of the institutions.	Amb,Male,Amb
7719	To that end, [[we]] will have to adapt new intervention formulae and, in this context, some [[speakers]], including Mrs [[Fraisse]] and Mr [[Desama]], referred to the question of the link with education.	Amb,Amb,Female,Male
7720	As a [[Green]], my preferred route is always non-violence and I believe there is absolutely no justification for violence as a means to change in a democratic state.	Amb
7721	Protection is therefore going to require joint action by the whole of [[society]], as has already been said: [[employers]], [[workers]], public [[administrations]], [[citizens]].	Amb,Amb,Amb,Amb,Amb
7722	Mr [[President]], [[I]] welcomed the reference made by the Council [[representative]] in his speech to a calm, pragmatic position, and I am thinking, in particular, of the need for pragmatic action to call strongly, for example, for ratification of all the international conventions, which are the tools available for the States and the [[citizens]] to use to protect their human rights.	Male,Amb,Male,Amb
7723	The starving, terrorised [[victims]] of the former resistance [[hero]] must be able to count on our support.	Amb,Amb
7724	What is the [[Council's]] position on this proposal by Mr [[Baker]]?	Amb,Male
7725	[[I]] had no hope of succeeding and so I had to resign myself to voting for the motion: it is better to be half a [[judge]] than to be a [[nobody]].	Amb,Amb,Amb
7726	Finally, on the Singapore issues: are you aware, [[Commissioner]], that on Thursday the DTI [[Minister]] in the UK said that she would be seeking a meeting with you on the Singapore issues to ensure that you stick to the position that was taken in Cancún and that [[we]] will no longer press for negotiations at the WTO on investment and competition?	Amb,Female,Amb
7727	Most of [[them]] are [[women]], in a ratio of 2 to 3.	Female,Female
7728	This incurred the usual wrath of the Cuban dictatorship and led to protests against UNESCO for giving this award to a [[writer]] and journalist who was sentenced to 20 years in prison, along with 74 other [[dissidents]].	Amb,Amb
7729	President [[Kuchma]] is cracking the whip for his preferred [[candidate]], and forcing state [[officials]] and television channels into line to support him.	Male,Male,Amb
7730	As a spiritual [[leader]] who is wholeheartedly committed to key social measures such as the construction of schools for orphaned [[children]], hospices, local roads and help for older [[people]], he is a leading advocate of peace, whose actions are not in the least aggressive.	Male,Amb,Amb
7731	As the [[Commissioner]] has pointed out very correctly in numerous exchanges of views which [[we]] have had either in plenary and in the Committee on Foreign Affairs, Bulgaria and Romania have shown continuous progress in all the relevant areas.	Amb,Amb
7732	[[I]] should like to thank all the [[speakers]], 50% of whom were women.	Amb,Female
7733	on behalf of the PSE Group. - (ES) Mr [[President]], [[Commissioner]], a moment ago [[I]] was saying to the rapporteur, Mrs [[Wortmann-Kool]], that, so far tonight, all of the [[speakers]] in this debate have been women.	Male,Amb,Amb,Female,Female
7734	My colleague Mr [[Davies]] was recently in Gaza.	Male
7735	The [[Director]] of the National Museum in Ireland has called for a complete archaeological excavation, but, given that Minister [[Roche]] has been deaf to all [[expert]] advice so far, there is a real risk that this unique Neolithic site will be lost.	Amb,Amb,Amb
7736	[[I]] therefore call on the [[President]] of Parliament to ensure that the [[Chair]] will never again be faced with such a problem. The Chair had to do his best to respond to the [[Chamber's]] astonishment, which is understandable given the conflict [[we]] have seen today between two sources of legitimacy.	Amb,Amb,Male,Amb,Amb
7737	on behalf of the [[Verts]]/ALE Group. - (SV) Metallic mercury is a danger to public health and to the environment, and [[we]] now have 12 000 metric tons of mercury that have to be stored.	Amb,Amb
7738	Regarding this communication [[I]] think [[we]] have to realise that modern technologies are shaping a kind of new approach by the young [[generations]] in communication, that this is opening up numerous new opportunities and is making it possible for us to overcome numerous barriers that could not be overcome in the past.	Amb,Amb,Amb
7739	It must be possible to allow a [[bank]] to fail whilst still protecting [[customers]].	Amb,Amb
7740	[[I]] think that this tax would be very difficult to implement, control and collect, and if it were not adopted across the board, especially in the main financial blocks, transactions would be moved to the countries where it was not in force.	Amb
7741	There is no doubt of the need to give due consideration to the problem of immigrant [[workers]] and domestic [[workers]], which constitute another element of this - the draft legislation on precarious female [[workers]] - in a flexible and elastic market, where [[women]], especially now, must be seen as a resource at the service of the [[community]].	Amb,Amb,Female,Female,Amb
7742	[[Those]] who know its history know that you personally, Mr [[Metten]], had problems coordinating the three sections, which is why the [[chairman]] of the [[committee]] had to take over.	Amb,Male,Male,Amb
7743	If [[you]] compare that with the reaction provoked by former President [[Giscard d'Estaing]] at a congress here in this Parliament in Brussels in February of this year when he basically did nothing more than refer to the flexibility of the Treaty, then you must be struck by the change in public opinion. That change is largely due to this House and this report has played a useful part in this process.	Amb,Male
7744	(The [[President]] interrupted the [[speaker]]) I appeal to [[Members]] to keep their eyes open and to draw the [[public's]] attention to the shortcomings of the Charter.	Amb,Amb,Amb,Amb
7745	[[I]] fully share Mrs [[Roth-Behrendt's]] criticism and therefore vote in favour of the report.	Amb,Female
7746	Listen to and see the agony of a [[doctor]] who has to tell a [[non-smoker]] that she has cancer because she breathed the smoke of [[someone]] who thought that smoking looked cool on a screen or on a page.	Female,Female,Amb
7747	[[I]] therefore hope that [[colleagues]] can drop their last remaining objections to this proposal.	Amb,Amb
7748	A4-0207/98 by Mrs [[Rothe]], on a communication from the [[Commission]] on energy for the future: Renewable Sources of Energy - White Paper for a Community Strategy and Action Plan (COM(97)0599 - C40047/98); -A4-0199/98 by Mr [[Linkohr]], on network access for renewable energies - creating a European directive on the feeding in of electricity from renewable sources of energy in the European Union.	Female,Amb,Male
7749	We, the [[Liberals]], believe that the European Union must support the appeal of President [[Clinton]] of May of this year.	Amb,Amb
7750	There is no obligation of any kind. There is one [[publisher]] who never ever publishes books to do with literature or quality subjects, and he too benefits from book price fixing..	Male
7751	[[We]] must ensure that the [[author]] or copyright [[holder]] is granted exclusive rights to the reproduction, distribution or any communication of his work to the [[public]].	Amb,Male,Male,Amb
7752	It concerns one of our [[colleagues]] who is accused of failing to meet his obligations under Belgium's far too complicated social security laws, specifically with regard to his [[assistant]].	Male,Amb
7753	The hats for [[Beyoncé]] and her [[dancers]] were made by Baron Hats.	Female,Amb
7754	In 2010, a [[reporter]] confirmed that [[she]] still lives in Cairo but travels to London in summer for medical treatment.	Amb,Female
7755	"[[They]] Call Her The Blowtorch [[Blonde]]".	Amb,Female
7756	[[I]] only know that [[he]] lives in Vitória, in the state of Espírito Santo," he says.	Male,Male
7757	[[Fanshawe]], his childhood friend, has produced creative work, and when he disappears the [[writer]] publishes his work and replaces him in his [[family]].	Male,Male,Amb
7758	[[Karen]] offers to join him in hospital, however [[Baker]] finally realises how little she cares for him and declines her offer.	Female,Female
7759	In 2009, a British television [[presenter]] was able to register his pet [[cat]] as a member of the British Board of Neuro Linguistic Programming (BBNLP), which subsequently claimed that it existed only to provide benefits to its [[members]] and not to certify credentials.	Male,Amb,Amb
7760	In an interview, the pro-life clinic's [[director]] says that she was very pleased to see [[children]] so passionate about ending abortion.	Female,Amb
7761	The [[interpreter]] presents [[Phillip]] with a knife which he claims was used to kill his first Soviet [[soldier]] and remarks that killing them was difficult at first but gets easier with time.	Male,Male,Amb
7762	[[She]] was enticed by a British [[photographer]] to pose and model for him, but later returned to her original [[boyfriend]].	Female,Male,Male
7763	[[He]] was a [[presenter]] of the MovieGuide Awards in 2015.	Male,Male
7764	In Orgoreyn, [[Ai]] is seemingly accepted more easily by the political [[leaders]], yet Ai is arrested, stripped of his clothes, drugged, and sent to a work camp.	Male,Amb
7765	Of the three [[students]] who earned graduation honours, two were women.	Female
7766	The [[player]] takes control of an [[artist]] who has returned to his studio.	Amb,Male
7767	His greatest successes as a [[singer]] in this phase were "Gatinha manhosa" and "Festa de arromba".	Male
7768	[[She]] is the [[editor]] of a collection of South African poems entitled We Are…A Poetry Anthology (Penguin Books, 2008), and the author of Sardo Dance (Geko, 2009).	Female,Female
7769	For example, when the [[reporter]] finds out that [[Jones]], the person she has been calling [[Smith's]] murderer did not murder Smith, she will admit that her use of the name was incorrect.	Female,Amb,Amb
7770	[[Mitchell]] did some research for the role, talking with female law enforcement [[officers]] to gain an understanding of how they evaluate situations.	Amb,Female
7771	Few details were revealed about him because [[Sunye]] admitted that he wasn't a [[celebrity]] and was currently living in Toronto.	Male,Male
7772	[[Bruce]] held the crown for three months and during his time as Miss TNA he attacked many female [[wrestlers]] and [[fans]], enraging the male [[stars]] of TNA including [[Jorge Estrada]].	Male,Female,Female,Male,Male
7773	[[They]], however, dismiss such thoughts after [[Rick]] taunts the [[group]] with the option of leaving on their own.	Amb,Amb,Amb
7774	When asked the reasoning behind [[Pierce's]] departure, [[Miller]] commented on her Tumblr that it was due to "creative differences", and that "we went our separate ways because we wanted to go in one direction and she wanted to go in another."	Female,Female
7775	Often the ballad ends with the [[murderer]] in jail or on the way to execution, occasionally with a plea for the [[listeners]] not to copy the evils committed by the murder as recounted by the [[singer]].	Amb,Amb,Amb
7776	In 1792–94, her [[spouse]] was marshal of the Danish royal court and director of the Royal Danish Theatre.	Male
7777	One of her mottoes was "video et taceo" ("[[I]] see but say nothing").	Female
7778	1945 – World War II: About 3,000 [[inmates]] from the Stutthof concentration camp are forcibly marched into the Baltic Sea at Palmnicken (now Yantarny, Russia) and executed.	Amb
7779	The video in which the PT gives [[him]] imprisonment voice was published on the internet by the [[activist]] herself, who came to be sent to the congressional police station.	Male,Female
7780	A [[specialist]] in industrial and international economics, he has written and organized several books, in addition to an extensive production of articles, published in Brazil and abroad.	Male
7781	In 1975, [[Page]] began to use heroin, a claim attributed to [[Richard Cole]], who stated that Page (in addition to himself) was taking the drug during the recording sessions of the album Presence in that year and that Page admitted to him shortly afterwards that he was addicted to the drug.	Male,Male
7782	As a doctor and teacher, [[he]] attached great importance to the psychological and human component of medical practice, and included the following advice in his lectures: When [[you]] enter a hospital at night and you hear a [[patient]] groan, go to his bed, see what the poor sick man needs, and if you have nothing else to give him, give him a smile.	Male,Amb,Male
7783	[[Members]] of the [[Frank]] Cheatham Bivouac, which consisted of surviving Confederate veterans, fired the final salute over his grave.	Amb,Male
7784	His most famous play, Death and the Maiden, describes the encounter of a former torture [[victim]] with the [[man]] she believed tortured her; it was made into a film in 1994 by [[Roman Polanski]] starring [[Sigourney Weaver]] and [[Ben Kingsley]].	Female,Male,Amb,Amb,Amb
7785	[[Walker]] began his career in Algeciras CF, making his debut on 22 October 2006, against [[Ayamonte]].	Male,Amb
7786	[[He]] is the [[Director]] of the Wildlife Conservation Research Unit (WildCRU) at the University of Oxford, which he founded in 1986.	Male,Male
7787	[[He]] also noted that, "the writing was so tight and so crisp and so fresh that I think, as a [[director]], the only thing you have to do is create the atmosphere, set up the [[characters]], set up the shots and you are basically invisible.	Male,Male,Amb
7788	[[Women farmers]] have, throughout Japan's history, outnumbered male [[farmers]].	Female,Male
7789	Although [[Thatcher]] was committed to a tiered secondary modern-grammar school system of education and attempted to preserve grammar schools, during her tenure as Education Secretary she turned down only 326 of 3,612 proposals (roughly 9 per cent) for schools to become comprehensives; the proportion of [[pupils]] attending comprehensive schools consequently rose from 32 per cent to 62 per cent.	Female,Amb
7790	[[He]] also furnished information to [[Smith]] for [[James Sowerby's]] English Botany, and to [[William Withering]] for the second edition of his Systematic Arrangement of British Plants, as well as to [[Thomas Martyn]] for his edition of [[Philip Miller's]] Gardeners' Dictionary.	Male,Amb,Amb,Male,Male,Amb
7791	He is now a criminal defense [[lawyer]].	Male
7792	"[[I]] love when uses the word 'subtext,'" he complained.	Male
7793	[[He]] had an older brother named [[Pete]] and two younger sisters, [[Virginia]] and [[Sylvia]].	Male,Male,Female,Female
7794	After losing another match against [[Young]] on the October 27 edition of Impact Wrestling, [[Robbie]] and [[Terry]], now dubbed "Robbie T", again attacked the Television [[Champion]], which led to him announcing that he was going to bring another Jersey Shore cast member, [[Ronnie]], to face the two the following week.	Amb,Amb,Amb,Male,Amb
7795	When the [[Doctor]] decides to wipe [[Clara's]] memory of himself to save her, he mentions that he's done it before, telepathically, referring to the Tenth [[Doctor's]] wiping [[Donna Noble's]] memory of him and her travels in the TARDIS in "Journey's End" (2008).	Male,Female,Amb,Female
7796	[[Margaret Atwood's]] novel, The Robber Bride changes the sex of the [[villain]] to a predatory woman, [[Zenia]], who metaphorically devours [[men]] after seducing them away from their [[partners]].	Amb,Female,Female,Male,Amb
7797	Considered one of Hollywood's leading [[directors]], [[he]] directed over 50 films from 1921 to 1946, including The Thundering Herd (1925), The Power and the Glory (1933), Fire Over England (1937), and Johnny Come Lately (1943).	Male,Male
7798	In her New Yorker review titled "Stanley Strangelove", [[Pauline Kael]] called it pornographic because of how it dehumanised [[Alex's victims]] while highlighting the sufferings of the [[protagonist]].	Female,Amb,Amb
7799	She is also the brand [[ambassador]] for the Elle Breast Cancer Campaign.	Female
7800	[[Polybius]] asserts that [[Celts]] typically fought naked, "The appearance of these naked [[warriors]] was a terrifying spectacle, for they were all men of splendid physique and in the prime of life."	Amb,Amb,Male
7801	With five air victories, along with [[Lydia Litvyak]], [[she]] was one of the world's two female [[fighter]] aces.	Female,Female,Female
7802	"[[I]] did these slow, little intricate moves around the architecture of the house," he recalls, "cut it together with music, and showed it to the [[production manager]].	Male,Amb
7803	Near the end of the night, MTV staged a tribute to [[Madonna]], the most-nominated artist in VMA history, by presenting a host of male drag [[performers]] dressed as the singer in her past music videos.	Female,Male
7804	"By the time [[I]] had got two or three hundred feet off the ground," she said, "I knew I had to fly."	Female
7805	The best Super Smash Bros. Brawl [[players]] include [[Ally]], [[Mew2King]] and [[Nairoby "Nairo" Quezada]].	Amb,Amb,Amb,Amb
7806	[[He]] went on to say that he saw three of [[them]] washed off while the other five held on to the railing on top the Grand Staircase's deckhouse, only to be dragged down with the bow, as [[Hartley]] exclaimed, "[[Gentlemen]], I bid you farewell!"	Male,Male,Amb,Male
7807	In June, 2001, [[Duff]] announced that the album would be titled Dark Days and that it would be released under the moniker Loaded rather than using his own name for the project.	Male
7808	The female [[models]] of Orient were chosen to portray major global trends.	Female
7809	During their verses, [[Berrabah]] engages sensual dance moves with one of the fellow female [[dancers]] and [[Buchanan]] teases a male [[dancer]].	Amb,Female,Amb,Male
7810	Like Sonnet 130, it addresses the issue of truth in love, as the [[speaker]] asserts that his lines, while less extravagant than those of other [[poets]], are more truthful.	Male,Amb
7811	[[Melanie]] gets to know [[Mitch]], his domineering mother [[Lydia]] (Jessica Tandy), and his younger sister [[Cathy]] (Veronica [[Cartwright]]).	Amb,Male,Female,Female,Female
7812	In Week 6, [[Bell]] rushed for 179 yards in a 19–13 win over the [[Chiefs]], earning him AFC Offensive Player of the Week.	Male,Amb
7813	After seducing a young woman named [[Silvia]], [[he]] brutally rapes her, biting off one of her nipples in the process.	Female,Male
7814	[[He]] is also a [[Professor]] of Psychiatric Medicine in the Department of Psychiatric Medicine, Division of Outpatient Psychiatry, at the University of Virginia.	Male,Male
7815	His reign (until 1794) was spent mostly in war with the [[Qajar]] [[khan]].	Amb,Male
7816	The spiritual [[leaders]] of the movement have predominantly been women; however, [[Deguchi Onisaburō]] (1871–1948) has been considered an important figure in Omoto as a seishi (spiritual teacher).	Female,Female
7817	After the war, [[Seeband]] is first arrested by the [[Russians]] but later released when he saved an [[officer’s]] [[wife]] and [[baby]] while she gave birth.	Male,Amb,Amb,Female,Female
7818	[[He]] was a controversial [[figure]].	Male,Male
7819	There are five levels of niches (not including the mandorla) which show, from the top, [[angels]] and [[archangels]], Old Testament [[patriarchs]], [[apostles]] and [[evangelists]], [[martyrs]], [[doctors]] and [[philosophers]] and, on the lower level, [[royalty]], [[priests]] and worthy [[people]] connected with the cathedral.	Amb,Amb,Male,Amb,Amb,Amb,Amb,Amb,Amb,Male,Amb
7820	Afterwards, the [[duo]] released another successful single, featuring [[St. Lucia]], titled "Modern Hearts", in the beginning of 2013 and earned the group another number-one placing on HypeMachine and reached the 100,000 plays mark on SoundCloud in four days.	Amb,Amb
7821	The [[band]] toured the world, playing with other major Christian [[bands]] of the era, including [[Petra]], [[DeGarmo & Key]], [[Mylon LeFevre]] and [[Servant]].	Amb,Amb,Amb,Amb,Amb,Amb
7822	[[She]] is the [[founder]] of Living Proof Ministries, a Bible-based organization for [[women]] based in Houston, Texas.	Female,Female,Female
7823	[[Hicks]] co-founded the investment [[firm]], Hicks, Muse, Tate & Furst, previously owned 50% of the English football club [[Liverpool F.C]]., and is chairman of Hicks Holdings LLC, which owns and operates Hicks Sports Group, the [[company]] that formerly owned the [[Texas Rangers]], the [[Dallas Stars]], and the Mesquite Championship Rodeo.	Male,Amb,Amb,Amb,Amb,Amb
7824	Energetic, flexible, and hyper, she is an [[expert]] regarding abstract art.	Female
7825	[[Aaron]] auditioned for the role after his [[mother]] found out about the casting call online.	Male,Female
7826	The [[Finn]] Brothers are a New Zealand musical duo consisting of brothers [[Neil]] and [[Tim Finn]].	Male,Male,Male
7827	From 1759 until her death in 1765, [[Marie Louise]] also served as regent for her young grandson [[William V]], Prince of Orange, after the previous [[regent]] (his mother and Marie Louise's daughter-in-law, [[Anne]]) died.	Female,Male,Female,Female
7828	[[Eleanor]], the queen mother, convinced [[Richard]] to allow [[John]] into England in his absence.	Female,Male,Male
7829	In late 1916, [[Thomas]] met actor [[Jack Pickford]], brother of one of the most successful silent stars, [[Mary Pickford]], at a beach cafe on the Santa Monica Pier.	Amb,Male,Amb
7830	It was composed of four tracks from the [[group's]] album Buhloone Mindstate and two non-album tracks—"Sh.Fe.Mc's" featuring A Tribe Called Quest, and "Stix & Stonz" featuring [[The Fearless Four]], [[Grandmaster]] [[Caz]], and [[Prince Whipper Whip]].	Amb,Amb,Male,Amb,Male
7831	[[Players]] can pick from [[Mario]], [[Luigi]], [[Wario]], [[Peach]], [[Waluigi]], [[Daisy]], [[Rosalina]], [[Yoshi]], [[Donkey Kong]], [[Bowser]], [[Toad]], [[Toadette]], [[Chain Chomp]], [[Bowser Jr.]], [[Boo]], and [[Spike]] to play as.	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
7832	[[He]] is a [[lawyer]] by education and profession.	Male,Male
7833	First the [[Cardinal Bishop]] of Albano said: God, who are present without distinction whenever the devout mind invokes you, be present, [[we]] ask you, we and this your [[servant]], __, who to the summit of the apostolic community has been chosen as the judge of your [[people]], infuse with the highest blessings that he experience your gift who has reached this point.	Male,Amb,Male,Amb
7834	For many years, [[she]] was a [[professor]] at Tata Institute of Fundamental Research (TIFR), Mumbai.	Female,Female
7835	[[Yuan]] took [[her]] to see [[Raymond T. Birge]], the head of the physics department, and he offered [[Wu]] a place in the graduate school despite the fact that the academic year had already commenced.	Amb,Female,Male,Female
7836	Queen [[Marie]] was regent of Denmark from 5 September 1814 to 1 June 1815, during the absence of her [[spouse]] in the Vienna Congress in Austria.	Female,Male
7837	The plot centers on a Canadian [[executive]] who learns that she may face deportation from the U.S. because of her expired visa.	Female
7838	The [[Mayor]] of Paris also serves as Chairman of the General Council of the department of Paris.	Male
7839	Early in his presidency, [[Reagan]] started wearing a custom-made, technologically advanced hearing aid, first in his right ear and later in his left ear as well.	Male
7840	Appearing in the middle of [[Trey Songz]] performance of "Love Faces," [[Rowland]] ascended on stage where she was joined by several shirtless male [[dancers]].	Amb,Female,Male
7841	As a secondary school [[teacher]] at CAp-UERJ (part of Rio de Janeiro State University) during the dictatorship of the sixties, she made her philosophy classes a space of resistance and sociopolitical critique, which influenced the thought and action of her [[students]].	Female,Amb
7842	[[Marshall's]] wife, [[Lois]], was heavily involved in charitable activities in Washington and spent considerable time working at the Diet Kitchen Welfare Center providing free meals to impoverished [[children]].	Amb,Female,Amb
7843	With [[David Gilmour]] singing lead on the verses and with [[Richard Wright]] singing lead on the bridges and with female [[singers]] and Gilmour providing backup vocals, the song's lyrics deal with [[Roger Waters']] realization that life was not about preparing [[yourself]] for what happens next, but about grabbing control of your own destiny.	Amb,Amb,Female,Amb,Amb
7844	Following the release of her third album [[I]] Am...	Female
7845	According to [[`Abdu'l-Bahá]], the son and successor of the [[founder]] of the Bahá'í Faith, the Manifestations of God must be distinguished above any other [[person]] in every aspect and qualification, in order that they can effectively train and educate [[people]].	Male,Amb,Amb,Amb
7846	For a full week leading up to [[Limp Bizkit's]] Summer Sanitarium 2003 concert in Chicago, [[Muller]] continually mocked the band's vocalist [[Fred Durst]] on his radio show and invited [[listeners]] to attend the concert with anti-Durst placards.	Amb,Male,Amb,Amb
7847	On the reverse is "Justitia" with an likeness of Lady [[Justice]].	Female
7848	[[Maria Pavlovna]] wrote later that she felt her [[aunt]] had rushed her into the marriage.	Female,Female
7849	[[Powiat]] of Żary	Amb
7850	List of The Grim Adventures of [[Billy]] & [[Mandy]] characters	Amb,Amb
7851	Die, [[Bart]], Die	Amb
7852	[[Messier]] Object	Amb
7853	[[Anti]]-[[White]] Racism	Amb,Amb
7854	Screen Actors Guild Award for Outstanding Supporting Female [[Actor]] - Motion Picture	Female
7855	Category: Chinese male [[models]]	Male
7856	Template: Female Formula One [[drivers]]	Female
7857	[[Gray]] hulk	Amb
7858	List of Spectacular Spider-[[Man]] Supporting [[Characters]]	Male,Amb
7859	[[Leader]] of Her [[Majesty's]] Loyal Opposition	Female,Female
7860	Desperate [[housewives]] season 7	Female
7861	[[Colonies]] of ancient Greece	Amb
7862	[[Champion]] of Romania	Amb
7863	[[Celebrity]] prank calls	Amb
7864	nuclear [[scientist]]	Amb
7865	US-[[MP]]	Amb
7866	Furthermore, [[Parliament]] wants to be involved in this work and has therefore attempted to seal its relationship with the US [[Congress]] in the spirit of the transatlantic dialogue that my colleague, Mrs [[Read]], also mentioned earlier.	Amb,Amb,Female
7867	Madam [[President-in-Office]] of the Council, the truth is that [[I]] do not understand the reasons why you do not clarify this point which is still outstanding, because I do not actually understand what that point may be.	Female,Amb
7868	[[I]] shall now give the floor to Mrs [[Rühle]], who has five minutes' speaking time.	Amb,Female
7869	Behind this seemingly formal request is my firm determination that, from now on, [[we]] recognise female [[farmers]] for the important role they play.	Amb,Female
7870	This late hour is not particularly worthy of such an important debate and, what is more, it might have been a sign of respect if the [[Member]] of this Parliament who introduced these compromise amendments, acting against all the positions of the [[committee]] which she chairs, had come tonight, at least to explain to [[us]], to attempt to convince us why we miserable half-dozen Members who are still in the Chamber should, together with our [[groups]] and the other [[Members]], accept a u-turn on the positions adopted at first reading.	Female,Amb,Amb,Amb,Amb
7871	This is a shocking incident because [[we]] have lost a [[friend]], we have lost a European [[ally]], we have lost someone who was fighting for democracy and stability in the region, the region of south-eastern Europe and the Balkans.	Amb,Amb,Amb
7872	Under this programme, [[I]] would also highlight the importance of [[teacher]] training, without which, it will not be possible to develop an effective education policy, and of extending this programme to cover primary schools.	Amb,Amb
7873	On the second point, Mrs [[Kinnock]], [[I]] am sure that the [[Commission]] as a whole will take this request and this wish on board, which will be passed on to the relevant [[person]] at the appropriate time.	Female,Amb,Amb,Amb
7874	Violence against [[women]]: despite the considerable progress made in this area since the initial Daphne programme was launched in 1997, unfortunately further measures urgently need to be taken to prevent violence towards women and [[children]] and to combat this phenomenon.	Female,Amb
7875	[[I]] feel [[we]] should demand that our [[partners]] comply with the International Labour Organisation's conventions on [[workers']] rights, with regard to fair salaries and adequate social protection.	Amb,Amb,Amb,Amb
7876	Mrs [[Sommer]], may [[I]] say to you also that I am not looking for competences.	Female,Amb
7877	[[I]] therefore have great difficulty in correlating these basic technical and simplification measures with a perceived need to establish a new 'milk fund' budget line.	Amb
7878	in writing. - (PT) [[I]] voted in favour of Mrs [[Panayotopoulos-Cassiotou's]] report on the particular situation of [[women]] in prison and the impact of the imprisonment of [[parents]] on social and [[family]] life, since there is evidence that European prisons are geared largely towards male [[prisoners]] and overlook women's specific needs.	Amb,Female,Female,Amb,Amb,Male
7879	The figures are sobering: only 15% of all [[professors]] are female.	Female
7880	In order to achieve this aim, it is essential to provide appropriate working conditions that will suit a female [[scientist]] along with an infrastructure that enables a smooth interface between professional and [[family]] life.	Female,Amb
7881	Mr [[President]], [[Commissioner]], Mrs [[Hieronymi]], the MEDIA Mundus programme is a project based on an idea originating in our [[Committee]], the Committee on Culture and Education.	Male,Amb,Female,Amb
7882	[[I]] would also suggest that, since many of the problems are local, there could be a local aspect to this to deal with inquiries at an early stage.	Amb
7883	[[They]] must be able to decide when they wish to take the non-compulsory part of their maternity leave. That should help them to achieve a better work-life balance and to remain employable.	Female
7884	Mr [[McMillan]]-[[Scott's]] proposal was to vote on the calendar before the address by the [[President]] of Hungary, if indeed time allows - because, as you see, [[we]] are actually losing time.	Male,Amb,Amb,Amb
7885	[[I]] voted against Amendment 23 not because I support GMOs - I do not - but because I support subsidiarity and I believe that Member States should be able to make their own choices on GMOs.	Amb
7886	These socalled [[designer]] drugs can be manufactured from ingredients that in themselves are quite legitimate and are used in everyday industry, but when combined are lethal.	Amb
7887	Women [[doctors]], as Mrs [[Baldi]] has said, are also being forcibly stopped from attending the [[sick]] and sick women are being told they cannot be examined by male [[doctors]].	Female,Female,Amb,Male
7888	Mr [[President]], [[I]] should like to join previous [[speakers]] in congratulating both the committee chairman, Mr [[Böge]], and the rapporteur, Mr [[Medina]], on their work in the committee.	Male,Amb,Amb,Male,Male
7889	Indeed, the [[author]] of the report herself refers to the need to involve the [[consumer]] at every stage of the process.	Female,Amb
7890	[[I]] am pleased to note that there is a consensus - though [[one]] could be forgiven for thinking that there was not, listening to the debate - around the figure of one million [[passenger]] movements as a general threshold for applying the main principles, and I can accept this part of Amendment No 8.	Amb,Amb,Amb
7891	In particular, [[I]] would like to thank Mrs [[Hulthén]] for the terrific job she has done as rapporteur, and I would also like to thank Mr [[Ken Collins]], chairman of the Committee on the Environment, Public Health and Consumer Protection, for his active participation in the conference on the environment and employment hosted jointly by the European Parliament and the Commission last year.	Amb,Female,Male
7892	The [[speaker]] is finding himself disturbed by the noise.	Male
7893	Indeed, even after four and a half years, [[I]] am constantly struck by cultural shock since at Westminster, unlike in this Parliament, to speak in the debate is to impose an automatic requirement to sit in that debate throughout and never to depart unless and until permission of the [[Chair]] is given, the understanding of fellow [[Members]] in the House is received or business is so pressing as in fact to forbid [[you]] from participating in the debate in the first place.	Amb,Amb,Amb,Amb
7894	16.5 million was also given to the [[monarchs]] as appanage.	Amb
7895	1868 - A Saint Croix Courier [[reporter]] says he and one other [[witness]] saw the [[monster]].	Male,Amb,Amb
7896	[[Frank]] is convinced that her [[children]] will change the world for the better.	Female,Amb
7897	The [[Doctor]] subsequently embarks on sporadic journeys with the [[Ponds]].	Amb,Amb
7898	[[Fox]] has said that the game's art style would likely remain the same if he had access to a larger team of [[artists]].	Male,Amb
7899	She is the sole [[author]] of the book, which was published in 2008.	Female
7900	[[I]] told [[everyone]] I am half Thai, half Japanese to honour [[him]]," he said.	Male,Amb,Male
7901	When his new [[teacher]] asked his name (to enter in her roll book), he said "[[J.C.]]", but because of his strong Southern accent, she thought he said "[[Jesse]]".	Female,Male,Male
7902	In 2015, they participated under the name "[[Paddy]] & [[Nicko]]" in the German version of the show: "Das Supertalent".	Amb,Amb
7903	For a [[fighter]] to be eligible, he must have fought two times during the regular season (12 fights).	Male
7904	According to the Mapa da Violencia 2015 report, 82% of aggressions to female [[children]] were performed by the child's [[parents]], mainly the [[mother]], that concentrates 42,2% of aggressions.	Female,Amb,Female
7905	Her most distinctive and attractive paintings are her portraits of [[herself]] and her [[family]], which [[she]] painted before she moved to the Spanish court.	Female,Amb,Female
7906	"[[I]] stuck with them until they sold out," he said in 1979.	Male
7907	[[Women]] could venture into town only in the company of a female [[teacher]] who had a minimum of six years' experience in handling [[girls]].	Female,Female,Female
7908	[[Lisa Volmar]], an industrial engineering major, was elected the driver in 1984 and she was the first female driver after 23 consecutive years of male-only [[drivers]].	Female,Male
