id	source with headwords	gender labels of headwords
5196	Ancient [[Astronaut]] Theory	Amb
5197	Outstanding Performance by a Female [[Actor]] in a Television Movie or Miniseries	Female
5198	[[Constantine]] wire	Amb
5199	Video-[[journalist]]	Amb
5200	Matchstick [[seller]] girl	Female
5201	Tunnel [[rats]]	Amb
5202	Super [[Mario]] 64DS	Amb
5203	music [[teacher]]	Amb
5204	[[Trainer]]	Amb
5205	Fountain of the Fallen [[Angel]]	Amb
5206	Editorial [[director]]	Amb
5207	World Association of [[Girl Guides]] and Girl [[Scouts]]	Female,Female
5208	[[John]] of Pian di Carpina	Amb
5209	Category: English male [[singers]]	Male
5210	Category: Colombian male [[singers]]	Male
5211	Aeroport Roissy-[[Charles de Gaulle]]	Amb
5212	Partiarch [[Alexius]] [[I]]	Amb,Male
5213	PWI Girl [[Wrestler]] of the Year	Female
5214	Princess [[Maria Antonietta]] of the Two Sicilies	Female
5215	Ms [[Potter]]	Female
5216	[[marks]]	Amb
5217	Dame [[Commander]] of the Most Distinguished Order of Saint Michael and Saint George	Female
5218	NAB Young [[Footballer]] of the Year	Amb
5219	[[Sarcorhamphus]] [[papa]]	Amb,Male
5220	Literary [[Critic]]	Amb
5221	Peppered [[moth]] taxonomy	Amb
5222	[[Soldier]]-[[King]]	Male,Male
5223	[[Beatriz]], Duchess of Savoy	Female
5224	Easy Listening [[Singles]]	Amb
5225	Domestic [[servant]] boy	Male
5226	Category: Scottish female [[singers]]	Female
5227	Saint [[Mary]] of the Assumption	Amb
5228	Expanded Memory [[Manager]]	Amb
5229	[[Sevigne]], [[Madame]] de	Female,Female
5230	The Adventures of Mini [[Goddess]]	Female
5231	Santísima [[Trinidad]] y Nuestra [[Señora]] del Buen Fin	Female,Female
5232	[[Ladies']] Singles 3rd round	Female
5233	Sword-leaved [[Helleborine]]	Amb
5234	[[They]] wrongly assume she is a [[killer]], though she does not say a single word.	Amb,Female
5235	This network not only brought [[authors]] into contact with each other, it also brought new [[writers]] to Johnson's business.	Amb,Amb
5236	[[He]] has to be their [[nurse]] and their surgeon.	Male,Male
5237	In 1989, for the first time two [[women]] — a [[writer]] and a [[costume designer]] — were nominated for the Order of Cultural Merit, another official honor carrying the same stipend.	Female,Female,Female
5238	This presents all of [[us]] with the challenge to ensure that we do everything possible to ensure that these sister [[people]] also enjoy this fundamental and inalienable right, whose defence by the entirety of our continent brought us our own freedom.."	Amb,Female
5239	Although generally identified with the San Francisco Bay Area, where her political career began, [[Boxer]] now lives in the Coachella Valley.	Female
5240	Despite being [[Akiko's]] [[rival]], she gets along very well with Akito and confessed to him on his first day at school.	Amb,Female
5241	[[Ace]] becomes worried when most of her old [[friends]] seem to have disappeared, but the [[Doctor]] is more preoccupied with the behaviour of the strange [[cat]].	Female,Amb,Amb,Amb
5242	During the course of these relived memories, there are different outcomes depending on the [[daughter's]] actions.	Female
5243	Meeting up with [[Smith]] in Port Elizabeth, [[they]] found he was readily agreeable to their joining the [[party]].	Male,Amb,Amb
5244	[[Ohica]] starts to thank the [[Doctor]], but he stops her, saying that [[Sarah]] and he have another engagement.	Female,Male,Amb
5245	If [[they]] are not a constant inspiration to [[those]] who dwell within their walls or pass through their "quads" or their vaulted archways, it is not their fault but that of the [[men]] themselves.	Male,Amb,Male
5246	[[River]] was unable to make [[Johnny]] remember before she died, and Johnny was left with lingering guilt and an inexplicable desire to go to the Moon.	Female,Female
5247	Diplomatic activity was similarly skewed; [[Hitler]] granted [[Stalin]] any territory he wanted (such as Lithuania), knowing they would soon be at war and Germany would reclaim it anyway.	Amb,Male
5248	As [[he]] prepares to end his life a second time, his [[wife]] learns about an organ [[donor]] (the woman killed in the beginning of the film) who has been flown to the hospital for organ recovery.	Male,Female,Female
5249	During her time in California, [[Farmer]] started to write her fourth studio album, Anamorphosée.	Female
5250	As a [[teenager]] she enjoyed teaching [[others]].	Female,Amb
5251	The Berlin [[correspondent]] for The New York Times reports that the [[Japanese]] call [[Muji-fans]] “Mujirers”.	Amb,Amb,Amb
5252	On January 6, 2006, the [[police]] received a call from a Chesterfield [[resident]] who was concerned about her [[daughter's]] friend, a 21-year-old named [[Ashley Baskerville]].	Amb,Female,Female,Amb
5253	[[She]] was also the project [[coordinator]] for the Atlantic Data Base for Exchange Processes at the Deep Sea Floor (ADEPD), a European Union funded marine research project from 1998 to 2000.	Female,Female
5254	His last words were reportedly: "It is a great consolation to [[me]] in my last hour that I have never wilfully offended [[anyone]], and that there is not a drop of blood on my hands."	Male,Amb
5255	A former [[teacher]], he studied theology and Arabic in Libya, Syria and Saudi Arabia during the 1980s.	Male
5256	As was common for Protestant [[ministers]] of the day, [[he]] dabbled in science: his particular interest was astronomy.	Male,Male
5257	In 1804, a group of [[descendants]] of [[Carver]] petitioned the U.S. [[Congress]] for ownership rights to a large tract of land in Wisconsin and Minnesota, claiming that the deed supposedly dated at the "Great Cave, May the 1st, 1767" entitled Carver and his [[family]] to over 10,000 square miles (30,000 km2) of land.	Amb,Male,Amb,Amb
5258	A [[native]] of Staves (Namur), [[he]] was a member of the family of [[dukes]] of Lower Austrasia.	Male,Male,Male
5259	In this [[he]] criticizes [[Parsons]] for his view in terms of historical and social change and diversity (Mills, 1959, 40-46).	Male,Male
5260	The [[court]], however, declined to declare that she was a U.S. [[citizen]].	Amb,Female
5261	[[Laura]], who has grabbed the gun that [[Cook]] forced her to drop, shoots Cook six times, killing him.	Female,Male
5262	ALA membership is open to any [[person]] or [[organization]], though most of its [[members]] are libraries or librarians.	Amb,Amb,Amb
5263	If there is more than one [[agent]] whose knowledge is to be represented, subscripts can be attached to the [[operator]] ( K 1 {\displaystyle {\mathit {K}}_{1}} , K 2 {\displaystyle {\mathit {K}}_{2}} , etc.) to indicate which agent [[one]] is talking about.	Amb,Amb,Amb
5264	In "Dragonstone", [[Sheeran]] portrays a Lannister soldier, who [[Arya]] happens upon when she hears him singing a song that is unfamiliar to her.	Male,Female
5265	After [[he]] had a three-day stay in Pliska, the [[Bulgarians]] sent him back to Rome accompanied by [[emissaries]] carrying a letter of complaint by Prince [[Boris]].	Male,Amb,Amb,Male
5266	When the lighting comes on, [[Diamandis]] begins singing and moving her origami legs; two female [[dancers]] with the same legs appear and dance with her.	Female,Female
5267	[[Davis]] was born in Fairview, Kentucky, to a moderately prosperous [[farmer]], the youngest of ten [[children]].	Amb,Amb,Amb
5268	The first major appointment for the young [[composer]] was his award of the honorary position of "Kapellmeister of the 2nd Vienna Citizen's Regiment", which had been left vacant following [[Joseph Lanner's]] death two years before.	Male,Amb
5269	[[Bart]], [[Lisa]], and [[Maggie]] are enthralled by [[Herb's]] wealthy lifestyle and kind personality, although [[Marge]] constantly worries about spoiling her [[children]].	Amb,Amb,Amb,Amb,Female,Amb
5270	[[Arcene]] was arrested and tried for the robbery and murder of his [[victim]], but escaped and eluded capture until he was apprehended and executed at the age of 23.	Male,Amb
5271	The huge, devil-like [[figure]] decides to give his power to the [[Master]], and fires electricity at the Doctor to kill him.	Male,Male
5272	[[Pritchard]] was joined on stage by six female backing [[dancers]], with dancing typically being an integral part of her stage performance.	Female,Female
5273	Her first two children, [[Joseph]] (Frenchie) and [[Cora]], were fathered by [[Charlie Dupree]], whom [[Hunter]] said she did not marry.	Amb,Amb,Amb,Female
5274	The [[doctor]] moves forward to greet [[Don Pasquale]], who tells him of [[Norina's]] intended assignation, and his own plan to expose her unfaithfulness before a [[magistrate]].	Male,Male,Female,Amb
5275	Nominated 2003: Star Screen Award Most Promising [[Newcomer]] - Female for Sur IMDb	Female
5276	Her debut as a [[presenter]] was in 2002 in the local channel in Bogotá Citytv, as host of entertainment and news reporter for City Noticias.	Female
5277	The only biographical evidence for his closing years is his signature as a [[witness]] to sindry deeds in the "Register of Aberdeen" in 1392.	Male
5278	While serving as [[director]] of the National Museum of Fine Arts, he directed repairs to the building and criticized the precarious conditions of its construction, which left it unfinished and with evident structural flaws only a decade after its opening.	Male
5279	In 1923, after a tipsy night in the taverns of Toledo, [[he]] was inspired to formalize the impromptu visits: [[I]] passed into the cloister of the Cathedral, completely drunk, when, suddenly, I heard thousands of [[birds]] singing and something told me that I should enter immediately into the [[Carmelites]], not to become a [[monk]], but rather to rob the convent box.	Male,Amb,Amb,Amb,Male
5280	While in Europe, [[Dove]] was introduced to new painting styles, in particular the Fauvist works of [[Henri Matisse]], and he exhibited at the annual Autumn Salon in 1908 and 1909.	Male,Amb
5281	Written from the perspective of a [[companion]] praising his [[queen]], "The Consort" sounds of a "dusty minuet beamed in from the harpsichord Elizabethan age."	Male,Female
5282	Born in Lyon, [[teacher]] of history, he taught at the Gautier high school in Algiers from 1947, then at the Lakanal high school in Sceaux from 1957.	Male
5283	His life as a film [[student]] was chronicled in a documentary by fellow Belfortain [[Cyril Mennegun]] titled "Tahar, student", aired on French TV channel France 5 in 2006.	Male,Amb
5284	In January 2018, she was announced as the next [[Principal]] of Mansfield College, Oxford: she took up the appointment in September 2018.	Female
5285	[[Ward]] began his modeling career in 1983 and achieved fame as an international supermodel, first for Calvin Klein underwear with images by [[Herb Ritts]].	Male,Amb
5286	Conversely, prostituting an [[adolescent]], or offering him money for favours, was strictly forbidden as it could lead to the youth's future loss of legal status.	Male
5287	[[Brenda]] starts spending her weeks in London, and persuades [[Tony]] to finance a small flat, which she rents from [[John's]] mother, Mrs [[Beaver]], an unscrupulous property developer.	Female,Amb,Amb,Female
5288	The International Association of Wagner Societies (Der Richard-Wagner-Verband International e.V., also known as "Der RWVI") is an affiliation of Wagner societies (Richard Wagner-Verband) that promotes interest and research into the works of Richard Wagner, raises funds for scholarships for young music [[students]], [[singers]], and [[instrumentalists]], and supports the annual Bayreuth Festival.	Amb,Amb,Amb
5289	A [[veteran]] of numerous silent film appearances, she may be best remembered today as [[Richard Arlen's]] [[mother]] in Wings (1927) where she gives a tearful and emotional goodbye to Arlen as he leaves for combat flight training in France, packing him off with his favorite childhood toy.	Female,Male,Female
5290	In the first week of the release, the live video sold about 155,000 copies on DVD format and 14,000 copies on Blu-ray format, making her the first [[artist]] to top the both charts at the same time in Japanese Oricon charts history.	Female
5291	Nevertheless, a [[character they]] play may appear to be nude by the use of a "body double" in place of the [[performer]] during a nude scene or the use of a flesh-colored bodystocking or a pubic area-covering merkin.	Amb,Amb
5292	However, in June 1916, [[Baker]] filed for divorce under the charge of abandonment, since [[Ritchie]] had left her to live with his [[mother]] in 1910.	Female,Male,Female
5293	As an [[undergraduate]], [[she]] played lacrosse and field hockey.	Female,Female
5294	As [[agent]] of its Chicago branch, later named the Northwestern branch, [[she]] attended a council of the National Sanitary Commission at Washington in December 1862, organized many aid societies, visited [[army]] posts and hospitals, and in 1863, organized the North-western Sanitary Fair in Chicago which raised $86,000.	Female,Female,Amb
5295	This pattern, the [[Doctor]] with a single female [[companion]], became a template from which subsequent episodes of Doctor Who rarely diverged.	Amb,Female
5296	And [[I]] saw a [[beast]] rising up out of the sea, having seven heads and ten horns, and on his horns ten crowns, and on his heads a blasphemous name.	Amb,Male
5297	[[Lang]] tries to help fight off this "[[ghost]]", but the woman escapes with [[Pym's]] lab, which has been shrunk down to the size of a suitcase.	Amb,Female,Amb
5298	The show continued with "Bitch I'm Madonna", which included four female [[dancers]] dressed as geishas and male [[dancers]] engaged in mock martial arts.	Female,Male
5299	It was his first album in 24 years to feature a female [[companion]] on the cover.	Female
5300	A [[witness]] to the 26 July 1953 assault on the Moncada Barracks, she reported on the subject of censorship to Revista Bohemia.	Female
5301	[[She]] was one of modern Japan's most commercially successful and prolific [[writers]], specializing in serialized romance novels and adolescent [[girls]]' fiction, as well as a pioneer in Japanese lesbian literature, including the Class S genre.	Female,Female,Female
5302	[[He]] could have been a jazz [[musician]], if he had had more time and money.	Male,Male
5303	An [[epikleros]] (ἐπίκληρος; plural epikleroi) was an heiress in ancient Athens and other ancient Greek city states, specifically a daughter of a [[man]] who had no male [[heirs]].	Female,Male,Male
5304	She is an [[immigrant]].	Female
5305	Aside from [[Saint]]-[[Riquier]], the city of Saint-Riquier-en-Rivière in Normandy bears his name, and there is one church in England St Ricarius Church, Aberford, a town the [[saint]] is supposed to have visited in 630.	Male,Male,Amb
5306	Male professional [[musicians]] during this period were called Alateeyeh (plural), or Alatee (singular), which means "a player upon an instrument".	Male
5307	Every time the [[Guru]] took a [[person]] inside the tent, he came out with a bloodied sword in his hand.	Male,Amb
5308	[[Fisher]] said one reason she was apprehensive at the first audition was that she was a fan of [[Burnham's]] comedy.	Female,Amb
5309	The [[children]] then have 15 seconds to guess what each [[parent]] is drawing.	Amb,Amb
5310	B5-0633/2001 by Mrs [[Oomen-Ruijten]] and [[others]], on behalf of the PPE-DE Group, on the human gene register BRCA1 and BRCA2 (breast cancer);	Female,Amb
5311	[[I]] would like to thank the rapporteur, Mr [[van Velzen]], for his interest in this topic and for the thorough job he has done.	Amb,Male
5312	However, voluntary [[associations]] are not the same as [[institutions]], even though the maintenance of satisfactory democratic politics requires, in contemporary circumstances, that there be some public support for political [[parties]].	Amb,Amb,Amb
5313	The Bauer report is a carefully constructed text and for that [[I]] congratulate its [[rapporteur]].	Amb,Amb
5314	An average [[European]] has also little faith in, whether it be political parties, his country's [[government]] or [[parliament]].	Male,Amb,Amb
5315	With hindsight [[we]] should have spelt it out more clearly, as we were clearly warned by Israel at the time that Hamas [[candidates]] should not have been allowed to stand unless they foreswore terrorist violence and recognised the right of the State of Israel to exist and they were committed to the undertakings of the PLO and the agreements made by the PLO on the Oslo peace accord, with the Quartet and on the roadmap for peace.	Amb,Amb
5316	Unless there is a price to be paid, those [[protagonists]] will not come to the table and will not make a deal.	Amb
5317	American [[workers]] change professions an average of three times during their lifetimes.	Amb
5318	What has enabled this incredible success to be achieved, the creation of such a large and important world [[actor]] as this?	Amb
5319	Evidently, if necessary [[we]] can resort to the penalties provided for in the contracts, as my [[predecessor]] did by imposing a fine of more than EUR 1 million on one of the [[contractors]].	Amb,Amb,Amb
5320	In 1970, an industrial [[worker]] had to work for 243 minutes in order to be able to buy a kilogram of pork chops, a kilogram of beef, a kilogram of dark wheat and rye bread, ten eggs, 250 grams of butter, a kilogram of potatoes and a litre of milk; in 2008 he had to work only 82 minutes.	Male
5321	Let [[us]] recall that here, we are talking about [[refugees]] who are often barely tolerated in the countries that have received them and whose living conditions can sometimes take a tragic turn if solutions are not found quickly.	Amb,Amb
5322	Mrs [[Kratsa-Tsagaropoulou]] asked [[me]] about the discussions that are under way in Basel and which are connected with the issue of regulation that I have just mentioned.	Female,Amb
5323	[[We]] also desperately need a study into all aspects of equal treatment for [[women]] in Europe. For how could it happen that in an open competition for Austrian A 8 [[officials]] 48 % of the [[candidates]] were women but not one single woman made it to the reserve list?	Amb,Female,Amb,Female
5324	Mrs [[Green]] has the floor.	Female
5325	Many present-day [[heads]] of [[government]], and the Dutch presidency too, do not have the courage or vision needed to achieve the necessary break-throughs at the IGC.	Amb,Amb
5326	Last week a [[photographer]] was kidnapped by four [[men]] and beaten up with the threat that the same fate would befall his [[child]], if his [[wife]], the editor of the newspaper 'De Ware Tijd', did not alter her articles to the advantage of the regime.	Male,Male,Amb,Female
5327	In view of the unacceptable behaviour by the Israeli Prime Minister, Mr [[Netanyahu]], during the recent visit by the EU Minister-in-Office, Mr [[Cook]], does the [[Council]] not think that the European Union should adopt a firmer attitude, irrespective of the consequences, and demonstrate clear support for the Oslo peace agreements and the UN resolutions by urging Israel to comply with all UN and UN Security Council resolutions?	Male,Male,Amb
5328	Firstly, the [[victim]] must no longer apply to an [[insurer]] in the other country; he can apply to a [[representative]] of this insurer in his own country, which means that all insurers in the European Union are obliged to have a [[representative]] in all other countries of the European Union who can deal with the claims.	Male,Amb,Amb,Amb
5329	Mr [[President]], firstly may [[I]] welcome Mrs [[Bjerregaard]] back to the Chamber.	Male,Amb,Female
5330	Last night, [[I]] understand, the Agriculture [[Council]] not only adopted a position on the [[Papayannakis]] report resolution, which it was rather beforehand in doing - but it also, I believe, altered the legal basis of the text on which Mr Papayannakis drew up his report.	Amb,Amb,Male
5331	[[We]] should also note that a third of the child [[soldiers]] who have been recruited in Sierra Leone are still mere girls.	Amb,Female
5332	Golden Globe Award for Most Promising [[Newcomer]] – Female	Female
5333	Category: Argentine male [[singers]]	Male
5334	Six [[Nations]] Tournament	Amb
5335	[[Junker]] (Russia)	Amb
5336	[[Cat]] Macros	Amb
5337	Battle [[angel]]	Amb
5338	Space [[Ghost]] (TV series)	Amb
5339	Queen [[Dorothea]]	Female
5340	[[Alexander I]], Emperor of Russia	Male
5341	[[Carpenter]] Township, Itasca County, Minnesota	Amb
5342	[[Palatine]]	Amb
5343	Count [[palatine]]	Male
5344	[[Peter I]] of Valencia	Amb
5345	[[Carpenter]]	Amb
5346	[[Rebel]] (The X-Files)	Amb
5347	[[Composer]] (music)	Amb
5348	[[Client]]-server architecture	Amb
5349	[[Graham]], TX	Amb
5350	[[Hood]]	Amb
5351	[[Leo III]] (emperor)	Male
5352	Logo [[designer]]	Amb
5353	[[principal]]	Amb
5354	1992-93 Asian Cup [[Winners]] Cup	Amb
5355	[[theologian]]	Amb
5356	[[Representative]]	Amb
5357	Domestic [[worker]] girl	Female
5358	Cypriot male [[singers]]	Male
5359	Rule of Saint [[Francis]]	Amb
5360	Twelve [[Gods]] of Olympus	Male
5361	Princess [[Marie Louise]] of [[Bourbon]]-Parma	Female,Female
5362	Pornographic [[performer]]	Amb
5363	[[Knight]] of the realm	Male
5364	[[Croton]] (genus)	Amb
5365	[[Bernard Germain Etienne]] comte de La Ville-sur-Illon La Cepede	Male
5366	[[Grand]] [[Masters]]	Male,Amb
5367	Bizarre [[Kid]]	Amb
5368	[[Brenda]] mentions that the last time she got a letter from her [[father]] was when she got a B in college.	Female,Male
5369	Its statement read: Mrs. [[Thatcher]] will now realise that Britain cannot occupy our country and torture our [[prisoners]] and shoot our [[people]] in their own streets and get away with it.	Female,Amb,Amb
5370	This is a new record for the [[Women's]] Champions league, as Albania and Latvia are represented for the first time, and the [[winners]] of the Luxembourg league entered for the first time since 2001–02.	Female,Female
5371	[[She]] then requests to be his [[roommate]] as a [[master]] should naturally be with her [[slave]].	Female,Female,Female,Amb
5372	Most Mexican [[workers]] are male, married, and over 25 years of age, who leave their [[families]] behind in Mexico; their average stay in Canada is four months.	Male,Amb
5373	For example, a [[subject]] who reads a sufficiently long list of words is more likely to remember words toward the beginning than words in the middle.	Amb
5374	In most cases, each [[household]] in the village which engages in farming has one voting right for electing a [[Badghar]].	Amb,Amb
5375	In August 1920, with the help of [[Hartness]], [[Porter]] started a class on how to make telescopes.	Amb,Amb
5376	The [[members']] [[wives]] and female [[descendants]] are referred to as Doña.	Amb,Female,Female
5377	One of the few stories describing the [[creature]] in female form is set at Conon House in Ross and Cromarty.	Female
5378	[[He]] also had a job as a supply [[teacher]] for a short time.	Male,Male
5379	His music was identified in the public mind with the Edwardian era, and after the First World War he no longer seemed a progressive or modern [[composer]].	Male
5380	[[Jack]] (name unknown) Originally a gigolo, he became a fugitive after inadvertently killing a [[client]] while attempting to steal her jewelry.	Male,Female
5381	The location [[manager]] appeared at the property of local natives [[Bill]] and [[Marian Cook]].	Amb,Amb,Amb
5382	In her book The Politics of Women's Biology, she wrote that she had been a "devout [[scientist]]" from 1947 until the late 1960s, but the Vietnam War and the [[women's]] liberation movement led her to change her priorities.	Female,Female
5383	"How [[I]] long desperately for Stockholm", she wrote to a [[friend]] in 1958.	Female,Amb
5384	In one version, The main story of Panji tells of the romance between Prince [[Panji]] and Princess [[Kirana]]; and Panji's search for his long lost [[bride]].	Male,Female,Female
5385	The [[character]] has a niece named [[Mona Osborn]] (voiced by [[Sally Julian]]) that had no knowledge of her [[uncle's]] double identity.	Male,Female,Female,Male
5386	From 1993 to 2008, [[she]] was an English and writing [[instructor]] at Delaware Technical & Community College.	Female,Female
5387	A [[person's]] life is like a length of string; one end represents birth, the other represents death.	Amb
5388	Her career as an [[executive]] at Universal continued until her death in 1982 at age 64.	Female
5389	Corruption was another aspect of the female [[guard]] culture.	Female
5390	The grounds of the prison included an execution yard, courtroom, and separate blocks for common [[criminals]] and female [[inmates]].	Amb,Female
5391	"[[I]] had a library that filled one whole wall of my writing office with Titanic stuff, because I wanted it to be right, especially if [[we]] were going to dive to the ship," he said.	Male,Amb
5392	[[Kevin]] has also recorded with [[Dramagods]], Population 1, The Satellite Party, [[Lucia Moniz]], and [[Extreme]].	Amb,Amb,Amb,Amb
5393	Meanwhile, [[doctor]] of [[Alicia]] takes her home in Mexico City, where he is slowly recovering from what happened.	Male,Female
5394	"The play bill amused [[me]] extremely, for in the list of dramatis personae came _________, by Mr [[T. Cooke]]," she wrote to her friend [[Leigh Hunt]].	Female,Male,Amb
5395	[[Judge]] began her career as a dancer in an act for [[Jimmy Durante]].	Female,Amb
5396	Miss [[Fuller]] painted [[Lady Hackett]] both before and after her marriage, and one particularly happy picture of her is as a young girl gathering wildflowers in the Darlington hills.	Female,Female
5397	Between the years 2007 and 2008 [[she]] was the managing [[director]] of the Instituto de Salud Carlos III.	Female,Female
5398	At almost 15 [[Marks]] was sent to Toronto and began booking jobs in New York, including her first editorial for Italian Vogue.	Female
5399	[[He]] is the [[editor]] of the anthology of hip hop, poetry and art, Poets for Palestine (2008), the author of two collections of poetry, Poetic Injustice: Writings on Resistance and Palestine (2011) and Before the Next Bomb Drops: Rising Up From Brooklyn to Palestine (2015).	Male,Male
5400	[[Ally]] remembers a discussion she had with [[Wallace]] the day before he left for Canada about how crying separates [[humans]] from [[animals]], because crying shows that [[you]] have a soul.	Female,Male,Amb,Amb,Amb
5401	In addition to the Progressive Organisation, [[she]] also attended meetings of the Fellowship of the New Life and Karl Pearson's Men and Women's Club, where she was insistent on the critical importance of [[woman's]] equality and the need to consider [[men]] as well as [[women]] when looking at gender relationships.	Female,Female,Male,Female
5402	[[Helena]] then escapes, vowing that she will not stop until her [[father]] is dead.	Female,Male
5403	His debut as a piano [[soloist]] came in 1902 playing his own Konsertstycke in C major, Op 1.	Male
5404	[[She]] worked as a [[model]] in New York City for a year, appearing in adverts for L'Oréal, Colgate and Wella Hair.	Female,Female
5405	It was the best-selling single of any [[artist]] in the UK for 14 years until it was surpassed by [[Wings']] "Mull of Kintyre" (written by [[McCartney]] and [[Denny Laine]]).	Amb,Amb,Amb,Amb
5406	Her sinking was the subject of several inquiries; [[investigators]] were keen to know how the [[carrier]] was lost, in spite of efforts to save the ship and tow her to the naval base at Gibraltar.	Amb,Female
5407	[[He]] is [[editor]] of the Japan Studies Review and a review editor for Philosophy East and West.	Male,Male
5408	The fight was even and the two [[warriors]] not only became friends, but entered sworn brotherhood.	Male
5409	Distrustful of the [[OSS]] who allowed her [[father]] to be kidnapped by the [[Nazis]], [[Angel]] enlists [[Fairburne]] to destroy a railway gun at Regelino Viaduct in order to prove himself and convince the [[group]] to join forces.	Amb,Male,Amb,Female,Male,Amb
5410	[[He]] is also an [[instructor]] of the School of Combat Skills "Soyuz" (Togliatti, Russia).	Male,Male
5411	[[Fox]] also said that she was never popular in high school, and that "[[everyone]] hated me, and I was a total outcast, my [[friends]] were always guys, I have a very aggressive personality, and [[girls]] didn't like me for that.	Female,Amb,Male,Female
5412	His last role in the IDF was as [[head]] of the civilian administration of the West Bank.	Male
5413	[[Love]] and [[Kim]] would finally face off in a title match on June 15 at the Slammiversary pay-per-view, where Love would successfully defend her championship.	Female,Female
5414	As a [[songwriter]], [[she]] is best known for co-writing the multi-million-selling "Have You Seen Her" (1971) with [[Eugene Record]], lead singer of the [[Chi-Lites]].	Female,Female,Amb,Amb
5415	On June 23, [[Smith]] and his brother [[Hyrum]] rode to Carthage to stand trial for inciting a riot.	Male,Male
5416	A gifted [[artist]], [[he]] painted his account of the Battle of Greasy Grass at the request of artist [[Frederic Remington]] in 1898, more than twenty years after the battle.	Male,Male,Amb
5417	[[Pamela Diaz]] became more known abroad when she participated in a fashion show in Germany during the World Cup 2006, where she shared the catwalk with other major international [[models]], who were also pairs of players, such as [[Alena Seredova]] and [[Raica Oliveira]].	Female,Female,Amb,Amb
5418	Lady [[Sun]] also remained in Jing Province when [[Liu Bei]] left for Yi Province.	Female,Amb
5419	[[Moore]], believing that [[Langdon]] is the demonic man from [[Cordelia's]] vision after Langdon shows Moore a glimpse of his true form, becomes fearful and leaves the school to go to New Orleans, despite [[Behold's]] attempt to stop him.	Male,Male,Amb,Amb
5420	[[He]] moved to Hakata after his [[lover]] was murdered to start his own agency, and has been [[Misaki's]] caretaker.	Male,Amb,Amb
5421	At the hill summit of this building, is a large number of natural rocks protruding from the vegetation and representing severed heads, probably related to ball [[players]].	Amb
5422	Examples for this new generation of [[artists]], who clearly tie in with the Hamburger Schule tradition, are [[Spillsbury]], [[Kettcar]], [[Erdmöbel]], [[Kajak]], [[Justin Balk]], [[Virginia Jetzt]]!, [[Astra Kid]], [[Modus Noa]], [[Marr]] and [[Tomte]].	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
5423	[[She]] recalled, "I never wanted to be the center of attention—I wasn't that 'I want to be famous, I want to be an [[actor]][[']] [[kid]].	Female,Male,Amb,Female
5424	In his first Major League appearance, [[Fisher]] pitched one scoreless inning and earned the win after [[Alex Gonzalez]] hit a walk-off RBI double in the bottom of the inning.	Male,Amb
5425	[[She]] answered the [[reporters']] questions and was quick-witted when a male [[runner]] from Chalandri teased her, predicting that when she entered the Stadium, there would be no [[crowds]] left.	Female,Amb,Male,Amb
5426	One of his earliest film assignments was as [[assistant]] to [[Charlie Chaplin]] in the composition of the score to Modern Times (1936).	Male,Amb
5427	It is not uncommon for Shingeki [[actors]] and [[actors]] performing in small theatres to take a voice acting course in specialized schools and become voice actors, considering the small difference between [[actor]] and voice actor.	Male,Amb,Amb
5428	[[Los Psycho Circus]] was physically larger than most of the AAA [[wrestlers]] and soon established themselves as a dominant force in the ring, booked to easily defeat a series of low card [[teams]].	Amb,Amb,Amb
5429	Led by a female [[lawyer]] who was wrongfully convicted in her youth, the [[team]] reopens investigations to exonerate the [[innocent]] that were 'proven' guilty. "	Female,Amb,Amb
5430	Since one of the original [[partners]] of TPC had been German, the [[French]] demanded this share as the spoils of war.	Amb,Amb
5431	The tenderness with which the [[poet]] embraces this difficult world stems from her absolute belief in the force of life which causes the trees to thicken and [[mother's]] milk to flow.	Female,Female
5432	As a [[participant]] in sacred drama, her image inspires one of the most important fresco cycles in all of Italian painting: [[Giotto's]] narrative cycle in the Arena Chapel, next to the [[Scrovegni]] family[['s]] palace in Padua.	Female,Amb,Amb,Amb
5433	Released in June 1987, the [[Shamen's]] first album, Drop demonstrated their love of 1960s psychedelia, with influences such as [[Love]], [[Syd Barrett]] and the 13th Floor Elevators.	Amb,Amb,Amb
5434	For live [[peep]] shows, booths can surround a stage upon which usually a female [[performer]] performs a striptease and sexually explicit poses.	Amb,Female
5435	[[Shivani]] kills the prison [[guard]] by dragging her to the gallows and hanging her.	Amb,Female
5436	Her fifth feature film as a [[director]], Elektro Mathematrix, a musical adapted from her show Elektro Kif is shot in a Paris high school in 2014.	Female
5437	It was announced by LFPB that, due to the change of football in First Division, Copa Simon Bolivar would be replaced by Liga Nacional B which consist of thirteen [[clubs]], the [[champions]] from each department except for Tarija which would have two clubs (Champions and runner-up), the last ttwo relegated [[teams]] from First division and the [[winners]] of Torneo Nacional Provincial.	Amb,Amb,Amb,Amb
5438	A [[person]] could even be an actor in a film and a producer in another.	Male
5439	In 2006, [[Hicks]] was appointed an honorary fellow at Florida State University's Institute on Napoleon and the French Revolution.	Amb
5440	'[[He]] spoke falsely to [[me]],' he rejoined, 'stating that he would come to-day, but has not.'	Male,Male
5441	[[Bart]] then realizes that [[Santa's]] Little [[Helper]] could not help what he did and apologizes for holding such a grudge against him.	Male,Amb,Amb
