id	source with headwords	gender labels of headwords
5954	Writing music before the end just doesn't work for [[me]]," he said.	Male
5955	Female [[guards]] in Nazi concentration camps [[Tony Rennell]], "Bitches of Buchenwald: Which death camp guard is the evil inspiration behind [[Kate Winslet's]] role in The Reader?", Mail Online, 24 January 2009 Stutthof Concentration Camp — Fold3.com – Historical Military Records.	Female,Amb,Amb
5956	Very little is known about the life of this [[composer]].	Amb
5957	Different from other prominent female [[authors]] of the time, such as [[Na Hye-sok]] and [[Heo Jong-suk]], [[she]] focused solely on fiction and essay writing and did not branch out into other forms of artistic expression such as painting.	Female,Female,Female,Female
5958	However, when the [[Portuguese]] arrived at Sri Lanka during the 16th century, many of the [[Arabs']] Muslim [[descendants]] were persecuted, thus forcing them to migrate to the Central Highlands and to the east coast.	Amb,Amb,Amb
5959	The [[family]] had a male [[servant]].	Amb,Male
5960	According to the legend, the [[king]] met a [[fairy]] in the forest, had sex with her, and went insane when the fairy disappeared.	Male,Female
5961	[[Emily]] realizes she loves [[Teddy]].	Female,Amb
5962	Desperate to use the design, [[Craven]] finally convinced the [[studio]] to approach Fun World and gained permission to use the mask.	Amb,Amb
5963	His task is to become a [[servant]] to a higher power.	Male
5964	As of 2008, [[he]] was the deputy [[editor]] of the journal Yanhuang Chunqiu in Beijing.	Male,Male
5965	In the preface, Abba [[Mari]] explains his object in collecting the correspondence; and in the treatise which follows he shows that the study of philosophy, useful in itself as a help toward the acquisition of the knowledge of God, requires great caution, lest [[we]] be misled by the Aristotelian philosophy or its false interpretation, as regards the principles of creation ex nihilo and divine individual providence.	Male,Amb
5966	Yes, my dear [[fellow]], it all amounts to this: in order to do something you must be something.	Amb
5967	[[She]] is currently an Associate [[Professor]] at the University of Michigan Penny W. Stamps School of Art and Design.	Female,Female
5968	It shall be done, Mrs [[McNally]].	Female
5969	[[Saddam]] is not just a threat to his own [[people]] but to a wider area, including our [[friends]] and [[allies]] in the Middle East, and potentially our own [[citizens]].	Male,Amb,Amb,Amb,Amb
5970	Then [[we]] can decide on the layout and fittings, without having to admit in the end that [[someone]] has done well out of us and that now we must somehow take over.	Amb,Amb
5971	[[We]] should not forget the important contribution of the Committee on Budgets, with the ever-wise Mr [[Bourlanges]] as rapporteur, the opinion of the Committee on Budgetary Control - [[I]] have enjoyed discussing these matters with Mr [[Blak]] - and not least the opinion of the Committee on Development and Cooperation drafted by Mrs [[Junker]].	Amb,Male,Amb,Male,Female
5972	[[I]] agree with what Mr [[Lannoye]] said about our policies; they have to change.	Amb,Male
5973	As mentioned above, further investigations into the chemical toxicity not addressed in the report of Mrs [[Wallström]] have since been analysed in the WHO and the UK Royal Society reports.	Female
5974	If it is to be reformed, HELCOM needs the support of the [[Commission]], especially when, for the first time in history, the new [[boss]], who takes office on 1 August, is a woman.	Amb,Female
5975	The [[rapporteur]] deserves much praise for his report. It is extremely complete and contains a great deal of knowledge about the events.	Male
5976	Many of the amendments had much to commend [[them]] but they would have threatened the directive as a whole - as so often in politics the best would have been the enemy of the good.	Amb
5977	[[I]] support contract negotiations that will allow [[us]] to participate in the Chinese public procurement market, but it is also important to bear in mind the actual opportunities for participation in the European market for the other side, as Mrs [[Mann]] just mentioned.	Amb,Amb,Female
5978	[[I]] believe that for a [[politician]] who speaks through her work, there can be no better memorial.	Amb,Female
5979	(BG) Mme [[Chairperson]], [[Colleagues]], [[I]] would like to once again draw your attention to the proper and efficient use of the EU financial resources.	Female,Amb,Amb
5980	But there are plenty of elderly [[women]] in my constituency who would love to have the same benefits of health-care provision that are provided to women [[inmates]] in prisons throughout the UK.	Female,Female
5981	Let [[me]] conclude by again thanking Ms [[Hedh]] for the interest and support, not least in financial terms.	Amb,Female
5982	[[I]] do not think she is a fit and proper [[person]] to do this job.	Amb,Female
5983	(NL) Thank [[you]] very much for squeezing [[me]] in, as I was held back by an emergency meeting of the Enlarged Bureau of the Committee on Foreign Affairs.	Amb,Amb
5984	It makes no difference whether it is a self-employed [[worker]] who is pushing himself too hard or an [[employer]] that is pushing an employee [[driver]] too hard.	Male,Amb,Amb
5985	Therefore, and as I am an [[advocate]] of the [[youth]] training scheme 'Your first EURES job', I could not agree more with the proposals outlined in the report, and I voted for it, aware that the EU should continue, and strengthen, all measures in support of our young [[people]].	Amb,Amb,Amb
5986	A common problem referred to in the reports by Mr [[Chichester]] and Mrs [[Sierra González]] is the need to use the water resources of the Iberian peninsula in such a way as to combat the drought in both countries successfully and promote their development.	Male,Female
5987	That is the opposition that separates [[us]], Mr [[Sturdy]].	Amb,Male
5988	The [[Council]] must be able to have an idea as to what extent this was the intention of the directive, i.e. that [[you]] could prevent [[boyfriends]] from meeting their [[girlfriends]] and old [[couples]] from visiting their summer cottages in this way.	Amb,Amb,Male,Female,Amb
5989	[[I]] agree with [[you]] but numerous [[Members]] have said that when the [[Chair]] sees [[someone]] wishing to make a point of order, he has to take that point of order.	Amb,Amb,Amb,Male,Amb
5990	Mr [[Tillich]] had understood perfectly.	Male
5991	Messrs [[Falconer]], [[Balfe]] and other like-minded [[Members]] will be pleased to hear that [[I]] have taken legal advice and that I intend to apply to the Court of First Instance to have the [[Bureau's]] decision of 15 and 16 December 1997 annulled, in accordance with the Beate Weber procedure.	Female,Amb,Amb,Amb,Amb
5992	[[I]] have heard it said that to err is human, but for a real cock-up [[you]] need a computer.	Amb,Amb
5993	[[I]] should like to congratulate Mrs [[André-Léonard]] very strongly on her excellent report which sets out very comprehensively the many social and political issues which face India.	Amb,Female
5994	The question concerns the specific immigration status of a specific Kosovan [[refugee]] and the failure to provide visas for him from embassies in other EU states.	Male
5995	Some very exciting issues were raised. And - as [[one]] who has crossed the threshold into her fifties - it gave [[me]] fresh hope to meet all those stimulating and inspired older [[people]].	Female,Female,Amb
5996	Mr [[President]], Mr [[von Habsburg]], [[I]] take what you have just said not so much as a question but more as words of encouragement, which I am happy to accept.	Male,Male,Amb
5997	Queen [[Silvia]] of Sweden	Female
5998	Acting [[Chairman]] of the Parliament of Nagorno-Karabakh	Male
5999	[[Sultan]]	Male
6000	Plus Size [[Model]]	Amb
6001	Category: Dutch female [[dancers]]	Female
6002	[[Louis-Antoine]], Duke of Angouleme	Male
6003	Best Male [[Newcomer]]	Male
6004	[[Spouse]]	Amb
6005	Category: Czech male [[singers]]	Male
6006	God's [[Athlete]]	Amb
6007	[[Christian]] - [[Anglican]]	Amb,Amb
6008	British [[monarch]]	Amb
6009	[[Junker]] F 13	Amb
6010	[[governor-general]]	Amb
6011	Western Pacific monitor [[lizard]]	Amb
6012	Category: [[Darwin]], Northern Territory	Amb
6013	[[Mummy]] alien	Female
6014	[[Doctor]] of the University	Amb
6015	Holy [[virgin]]	Amb
6016	Non-governmental [[worker]]	Amb
6017	Gentleman [[farmers]]	Male
6018	[[Herpo]] the Foul	Amb
6019	Baltic [[nobles]]	Amb
6020	Blue-capped Fruit-[[Dove]]	Amb
6021	Black Female [[Cat]], White Male [[Cat]]	Female,Male
6022	King [[AbdulAziz]]	Male
6023	[[Bride]] and Gloom (Charmed episode)	Female
6024	[[director]]	Amb
6025	The [[Kid]]	Amb
6026	Defense [[attorney]]	Amb
6027	the archangel [[Michael]]	Male
6028	[[Lyon]] Part-[[Dieu]]	Amb,Amb
6029	Anti-tank [[dog]]	Amb
6030	[[Performer]]	Amb
6031	[[leader]] of Her [[Majesty's]] Loyal Opposition	Female,Female
6032	21 – Debate erupted as to whether or not the [[wives]] of Roman [[governors]] should accompany their husbands in the provinces.	Female,Male
6033	He spent a year as the [[CEO]] of Fab Europe.	Male
6034	[[Leppert's]] [[agent]] also stated that she did not believe [[Wilder]] killed [[Tammy]].	Amb,Female,Amb,Amb
6035	[[They]] were closer than [[sisters]].	Female,Female
6036	For Jeune Femme, her first feature film, the [[filmmaker]] looks at the precariousness that accompanies French [[youth]] today.	Female,Amb
6037	His career writing about music began as foreign [[correspondent]] for Clásica Magazine, Argentina.	Male
6038	His fifth voyage was as [[master]] and part owner of a ship.	Male
6039	As a [[poet]], [[she]] is best known for technical mastery and emotional expression, as well as her poems that express anger and outrage at civil and social injustices she observed throughout her life.	Female,Female
6040	Major characters The Ancestor: In the opening of the novel, the [[narrator]] is the voice of an old man who was forced to sell his three [[children]] into slavery because his crops failed.	Male,Amb
6041	She is a bourgeois-only [[child]].	Female
6042	The [[artist]] uses a bright and bold palette of colors and her collage technique gives her paintings a rich diversity of textures.	Female
6043	Seeing [[Solie]] hurt, [[Piper]] unleashed his Scottish fury on [[Muraco]].	Amb,Male,Amb
6044	When the shocking Gordon riots exploded in London in June 1780, [[Fox]], though deploring the violence of the [[crowd]], declared that he would "much rather be governed by a [[mob]] than a standing [[army]]."	Male,Amb,Amb,Amb
6045	This made her sensitive as an [[individual]]; so when she came to know that her [[parents]] were moving her to Calcutta she was unable to come to grips with it.	Female,Amb
6046	Accounts of self-sacrificing privation were common in the press: a [[teacher]] dressed in tatters who refused to wear a new shirt because all his [[friends]] are likewise tattered, and [[officers]] and governmental [[officials]] who made do without any form of heating.	Male,Amb,Amb,Amb
6047	The figures were later identified as [[Alexander the Great]] and [[Olympias]], [[Germanicus]] and [[Agrippina]] [[the]] [[Elder]], [[Nero]] and [[Agrippina the Younger]], and many other famous [[couples]] of antiquity.	Amb,Amb,Amb,Female,Amb,Female,Amb,Female,Amb
6048	She is currently the National Press [[Secretary]] of the Human Rights Campaign.	Female
6049	In this same way, the term kōkyū has multiple meanings, referring to the group of buildings situated near the [[sovereign's]] personal apartments where the [[consorts]] resided, and also describing the staff of female palace [[officials]] assigned to the service of those consorts.	Amb,Amb,Female
6050	From 1877 through 1879, working as a [[doctor]][['s]] [[assistant]], [[she]] conducted revolutionary propaganda in the villages around Samara and Saratov.	Female,Amb,Female,Female
6051	On January 5, 2007, the [[Raptors]] announced that [[Tucker]] had been sent to the [[Colorado 14ers]] of the NBA Development League.	Amb,Amb,Amb
6052	Languages allow information to be conveyed even when the specific words used are not known by the [[reader]] or [[listener]].	Amb,Amb
6053	The video begins with a long shot of a group of [[dancers]] who have just finished rehearsing a dance routine.	Amb
6054	He was my [[idol]].	Male
6055	Only around 10 percent of Argentina's labor [[force]] was unionized at the time, and many union [[leaders]] saw a unique opportunity in [[Perón]], who obtained their support for his request to the [[president]] that the Labor Secretariat by made into a cabinet-level ministry.	Amb,Amb,Male,Amb
6056	L3's female [[descendants]], the M and N haplogroup lineages, are found in very low frequencies in Africa (although haplogroup M1 [[populations]] are very ancient and diversified in North and North-east Africa) and appear to be more recent arrivals.	Female,Amb
6057	[[Emma]] proclaimed the teenager, who had named herself Negasonic Teenage Warhead, to be a credit to her [[family]] and the mutant race and then suffered a mental breakdown when she found out [[Ellie]] was dead.	Female,Amb,Amb
6058	It remained the first and the only studio album of the [[singer]] recorded and released when he was living.	Male
6059	Our eyes met and [[she]] made such an impression on [[me]] that I reined in my [[horse]] to gaze at her as she walked on," he wrote in his memoirs.	Female,Male,Amb
6060	At that time the South African [[government]] decided to amalgamate all astronomical research into one [[body]], which later became known as the South African Astronomical Observatory (SAAO); it has its headquarters in Cape Town and has Sutherland as its outstation.	Amb,Amb
6061	[[Craven]] opened her review with a bold statement: "[[Bing Crosby]] may well be turning in his grave, but no [[child]] of the 1980s will be surprised to see [[Mariah Carey's]] sublime All I Want For Christmas Is You bounding up the charts after being named the [[nation's]] top festive song."	Female,Male,Amb,Amb,Amb
6062	It was also used by victorious [[generals]] who received the title of imperator, and its use as a symbol of delegated authority to [[legates]] apparently was revived in the [[marshal’s]] baton.	Male,Amb,Amb
6063	From December 2007 until 2011 she was [[manager]] of Sinaai Girls.	Female
6064	Initially an underground [[artist]], his 1995 solo album In a Major Way opened him up to a wider [[audience]].	Male,Amb
6065	An [[activist]], he created a dummy site for the European Lab for Network Collision (CERN) and works to maintain a list of pirate radio stations in London.	Male
6066	Heat’s [[boss]], the commissioner, assigns [[Jameson Rook]], a reporter, to be attached to her to do research on his article.	Female,Amb
6067	The [[lawyer]] confirms his statements but said it was "a joke".	Male
6068	This document calls into question several aspects of the management of the town hall of Asnières-sur-Seine, in particular fiscal weaknesses and heavy indebtedness, excessive consumption of fuel for vehicles in city hall, a vehicle assigned to the [[wife]] of the [[Mayor]], generous legal fee claims" the "irregular appointment of a technical [[executive]], managing the construction of a parking lot, and a "conflict of interest" of his [[deputy]] in real estate transactions.	Female,Male,Amb,Amb
6069	Her breakthrough role was as a [[journalist]] in The Godfather Part III.	Female
6070	A female [[wolf]] shot in 2013 in Hart County by a [[hunter]] was the first gray wolf seen in Kentucky in modern times.	Female,Amb
6071	[[Mason]] played 11 games as a true freshman in 2011.	Male
6072	The "Baby Austin" was launched in 1922 and offered for sale at £225 (£12,417.65 in 2018); putting it within the budget of [[customers]] who had never owned a car before.	Amb
6073	Subsequently, a [[seamen's]] strike broke out against the Australian Steam Navigation Co, because it had begun to employ Chinese [[sailors]] on the Australian coast, and [[he]] was obliged as a [[director]] of the [[company]] to defend its policy, further reducing his popularity.	Male,Amb,Male,Male,Amb
6074	Entitled He Will Have His Way, all tracks on this album are performed by Australasian male [[artists]].	Male
6075	A 1981 review of her Viola Sonata called it a "thoughtful, well constructed piece" from a relatively obscure [[composer]]; a 1985 review noted its "emotional intensity and use of dark tone colours".	Female
6076	According to [[Downham]], the departure of [[Ragnall]] and his contingent of [[warriors]] may have emboldened [[Niall Glúndub]] to try to expel the [[Uí Ímair]] from Ireland once again.	Amb,Male,Amb,Amb,Amb
6077	Though she started off as a [[dancer]].	Female
6078	By assisting his [[superior]] in his efforts to protect the [[inhabitants]] of Asia from the extortions of the [[publicani]], or [[farmers]] of taxes, [[Rufus]] incurred the hatred of the equestrian order, to which the publicani belonged.	Male,Amb,Amb,Amb,Male
6079	It is a five-minute story about the relationship between a male [[cat]] and his female [[owner]] told from the cat's perspective.	Male,Female
6080	Although [[she]] expected to be appointed as the [[principal]] after [[Henrietta Jex-Blake]] retired, this didn't happen, and she decided to leave Oxford.	Female,Female,Amb
6081	Facing sex discrimination and the return of many qualified male [[pilots]] after World War II, [[she]] had to take on less sought after jobs, such as patrolling pipelines and crop dusting.	Male,Female
6082	Taxonomy in the [[family]] relies on male [[characters]], such that [[females]] and [[juveniles]] cannot be reliably identified.	Amb,Male,Female,Amb
6083	[[Ward]] had been a frequent public speaker since leaving university, and by the 1960s her lectures attracted international respect; several lecture series, including some presented in Canada, Ghana and India, were published in book form.	Female
6084	In 1937, as the [[assistant]] of Dr. [[Franz Weidenreich]], [[she]] worked on reconstructing the skull of the [[Peking Man]], a Homo erectus hominid, on a paleontological dig in China.	Female,Amb,Female,Male
6085	[[Nichols]] compared unit production data, and pointed out to [[Lawrence]] that the young "hillbilly" girl [[operators]] were outperforming his PhDs.	Amb,Amb,Female
6086	Every summer, Mackinac Island accommodates up to 54 Michigan Boy [[Scouts]] and [[Girl Scouts]] and their [[leaders]] over alternate weeks.	Male,Female,Amb
6087	This resemblance is intentional as the [[designer]] of this edifice intended to revoke the original Achaemenid style of architecture.	Amb
6088	Its method of sex determination has also been found to differ from most [[mammals]] in that rearrangements of the X chromosome have led to many XY [[individuals]] actually being female.	Amb,Female
6089	Because of this, he was nicknamed Witch [[Hunter]], or Hexenjäger.	Male
6090	After this second marriage, [[Kartini]][['s]] [[father]] was elevated to Regency Chief of Jepara, replacing his second [[wife's]] own father, [[Tjitrowikromo]].	Amb,Female,Male,Female,Male
6091	His position is shooting [[guard]] and small forward.	Male
6092	[[I]] didn't leave Russia", she once declared, "Russia left me".	Female
6093	This transparency is also very important for the [[unions]], for how can a union [[official]] who has to represent his [[members]] in a private [[company]] compete with a union official who has to represent his members in the postal service?	Amb,Male,Amb,Amb
6094	[[I]] would also like to thank Commissioner [[Byrne]] for his cooperation.	Amb,Male
6095	[[I]] want to add my congratulations and thanks to Mr [[Méndez de Vigo]] and all [[those]] who worked on it.	Amb,Male,Amb
6096	So [[I]] said to myself: "When the [[Van den Bos]] document is put to the vote, remember to vote for the motion, [[Fatuzzo]], but also remember that we ought to monitor the transaction and ensure that the aid given to the [[people]] of Bangladesh through this agreement also serves to provide a [[pensioner]] or two with a State pension".	Amb,Amb,Amb,Amb,Amb
6097	These relate essentially to the specific situation of [[assistants]], who are de facto cross-border workers, without their rights as such being recognised.	Amb
6098	Questions that were not answered during Question Time shall be answered in writing, Mr [[Gahler]].	Male
6099	I am speaking now, however, as the [[spokesperson]] for the opinion of the [[Committee]] on Budgets and, as such, I welcome the [[Commission's]] assurances regarding the cost of reforming the [[staff]] regulations of the European Civil Service.	Amb,Amb,Amb,Amb
6100	So firstly, [[I]] should like to address Mrs [[de Palacio]] and secondly, Commissioner [[Schreyer]].	Amb,Female,Amb
6101	Today a [[lawyer]] for some of the remaining British [[detainees]] has described the stance of the UK [[Government]] as craven.	Amb,Amb,Amb
6102	It is precisely as Mr [[Špidla]] says, the situation in Europe is generally very good with increased growth and more jobs, but at the same time the gulfs are increasing.	Male
6103	[[I]] also remember the [[statesmen]], the [[heads]] of state and government who were determined, convinced and courageous Europeans and who are today represented by Mr [[Valéry Giscard d'Estaing]].	Amb,Male,Male,Male
6104	[[We]] were forced to discover that other [[women]] had been shot, such as the highest-ranking [[police]] [[officer]].	Amb,Female,Amb,Female
6105	At university level, female [[students]] outnumber male [[students]], and 40% of [[teachers]] are women. A quarter of [[politicians]], local [[officials]] and [[journalists]] are women.	Female,Male,Female,Female,Female,Female
6106	Mr [[President]], honourable [[Members]], naturally, [[I]] concur with the [[Commissioner's]] words, and I should also like to thank all the [[Members]] of this House for their many comments, including the concerns they have expressed.	Male,Amb,Amb,Amb,Amb
6107	Mr [[President]], [[I]] should firstly like to say that I agree with many of the major points that Mrs [[Green]] and Mr [[Sakellariou]] have made about this conflict.	Male,Amb,Female,Male
6108	Let [[me]] now draw your attention to the measures that have been taken recently to give real substance to what could otherwise be the flimsiest form of European construction: [[we]] have the Simone Weil Group mandated to consider the real problems of freedom of movement; the package of proposals I have put forward for the abolition of frontier controls within a framework of security; the ever-increasing number of actions for infringement we are bringing against the Member States, in particular for breaches of directives concerning the free movement of [[citizens]] and the recognition of diplomas.	Amb,Amb,Amb
6109	[[I]] can confirm that [[we]] have not ruled out this option for the future.	Amb,Amb
6110	Mr [[Spencer]] is quite right when he says that it is not solely a military issue, but principally a political issue.	Male
6111	The previous regime brought about a significant reduction in real average prices for the [[producer]] and a corresponding reduction in his income.	Male
6112	Madam [[Speaker]], [[I]] do not see much cause for drama here.	Female,Amb
6113	[[We]] must emphasise, therefore, the role of the [[family]] in safeguarding [[children]], especially [[parents]].	Amb,Amb,Amb,Amb
6114	[[Louis de Bourbon]], comte de Soissons	Male
6115	Ms. [[Valentine]]	Female
6116	White [[males]]	Male
6117	[[John Churchill]], 1st Baron Churchill	Male
6118	La cheminée du roi [[René]]	Male
6119	Emperor [[Ai]]	Male
6120	Mister [[Chief]]	Male
6121	Chinese [[Gordon]]	Amb
6122	The Maniac [[Cook]]	Amb
6123	[[Turner]] Thesis	Amb
6124	Female [[rabbis]]	Female
6125	[[Fighter]] aircraft	Amb
6126	Princess [[Diana Spencer]]	Female
6127	[[Mohammed ben Kalish Ezab]] and [[Abdullah]]	Amb,Amb
6128	[[Henry VII]], Holy Roman Emperor	Male
6129	The Outlandish [[Companion]] (fiction)	Amb
6130	[[Leader]] of Iran	Amb
6131	[[General]] of Brigade	Amb
6132	The [[Pink Panther]] &amp; [[Friends]]	Amb,Amb
6133	Post-synaptic [[receptor]]-channels	Amb
6134	[[Natalie McDonald]]	Amb
6135	[[Earls]] and [[Marquises]] of Worcester	Male,Female
6136	F-15A/B [[Eagles]]	Amb
6137	Danish female [[models]]	Female
6138	Favorite Female TV [[Performer]]	Female
6139	Favorite Female Television [[Performer]]	Female
6140	music [[educator]]	Amb
6141	Doctrines of [[Grace]]	Amb
6142	Blue collar [[worker]]	Amb
6143	[[Guru]] Yoga	Amb
6144	Mental [[models]]	Amb
6145	[[user]] interface	Amb
6146	[[Chancellor]] of France	Amb
6147	List of best-selling music [[artists]]	Amb
6148	Kong [[Christian]] stod ved højen mast	Male
6149	Chosen [[Warrior]] (Mortal Kombat)	Amb
6150	For She's a Jolly Good [[Fellow]]	Female
6151	Civil [[Servants]]	Amb
6152	Tennis male [[players]] statistics	Male
6153	FU Orionis [[Stars]]	Amb
6154	The Delta [[Force]]	Amb
6155	Latter Day [[Saint]] movement	Amb
6156	[[Hero]] (mythical priestess)	Female
6157	[[Singer]]	Amb
6158	[[Carter]] signed several measures designed to address unemployment in 1977, including an extension of the Comprehensive Employment and Training Act, but he continued to focus primarily on reducing deficits and inflation.	Male
6159	The Palm Woods Hotel is the fictional hotel where the Big Time Rush boys, [[Mrs. Knight]] and [[Katie]] [[Knight]] live in Hollywood.	Female,Amb,Female
6160	However, as [[he]] was also very successful in his career as a tax [[attorney]], the [[couple]] enjoyed supporting one another and maintaining balance.	Male,Male,Amb
6161	At the end of the book, [[Mary]] and [[Caroline]] no longer require a [[teacher]] because they have learnt the storylines which Mrs. [[Mason]] has taught them—they know the stories that they are supposed to enact.	Amb,Amb,Amb,Female
6162	The only [[speakers]] of Äynu are adult men.	Male
6163	[[Morley]] criticised The Pathway to Music, stating that the [[author]] should be "ashamed of his labour", and that "ix est in toto pagina sana libro" ("there is scarcely a page that makes sense in the whole book").	Amb,Male
6164	How does a [[woman]] determine her primary activity when she is preparing dinner while putting the laundry away, making coffee for her [[spouse]], having coffee and chatting with him, and attending to the [[children]]?"	Female,Male,Amb
6165	By 1590 the [[bishops]] had sent several conforming Puritan [[ministers]] to confer with these [[controversialists]], but without effect.	Male,Amb,Amb
6166	One of [[them]] is designated by the [[President]] to be the Chairman and official spokesperson of the Commission.	Male,Amb
6167	A [[student]] of [[Albert Paris Gütersloh]], [[he]] was from 1972 to 1997 an assistant of the Viennese painter and art professor [[Wolfgang Hollegha]].	Male,Amb,Male,Amb
6168	Stage [[manager]] of the Théâtre des Variétés, then successively director of the Théâtre des Délassements-Comiques, the Théâtre du Château-d'eau and the Théâtre Déjazet, [[he]] later was managing director of the Alhambra and the Comédie-Mondaine (1906) in Brussels.	Male,Male
6169	Since Oz is ruled by a [[monarch]], benevolent though she may be, Oz is closer in nature to an absolute monarchy than a communist or Marxist state.	Female
6170	This is often the case when the only [[heir]] to take over the [[family]] business is female.	Female,Amb
6171	As a result of the meetings, [[Clark]] secured the agreement of the [[French]].	Amb,Amb
6172	The [[Sisterhood]] of Metacontrol governs Europe.	Female
6173	The [[band's]] name came from an album by artist [[PJ Harvey]], titled Uh Huh Her.	Amb,Amb
6174	Below is a table comparing physiological, morphological, and behavioral differences of 0M and 2M female [[mice]].	Female
6175	[[Angel]] gives [[her]] some money and promises to try to reconcile himself to her past, but warns her not to try to join him until he sends for her.	Male,Female
6176	The Canadian [[prisoners]] were not released; [[Stobo]] reneged on his word and became a spy; and by the end of the year, [[Washington]] accompanied Major General [[Edward Braddock]] on an assault on Fort Duquesne.	Amb,Male,Amb,Amb
6177	As China disintegrated into chaos, the three rebel [[leaders]] of Liang Province became warlords in their own right and took different approaches to adapt to the new geopolitical situation.	Male
6178	Other signs of his importance as a [[diplomat]] can be found in the fact that he paid a visit to Kyoto in the name of Nobuhide to offer the funds needed to repair the [[Emperor's]] residence .	Male,Male
6179	After her retirement in 1967 [[Gray]] moved back to Edinburgh where she died in 1979 aged 77 years.	Female
6180	Because much of gender performance is expressed through clothing, in [[societies]] where a gender binary can be observed, there is an established, widespread notion that some clothes are "masculine" and should be worn only by male-bodied [[individuals]], and others are "feminine" and should be worn only by female-bodied [[individuals]].	Amb,Amb,Female
6181	Her first big break as a professional [[vocalist]] came in 1947, when she sang in The Hot Club of France with two jazz legends: guitarist [[Django Reinhardt]], and violinist [[Stéphane Grappelli]].	Female,Amb,Amb
6182	At first [[Leonard]] said no, feeling exhausted from the Victory Tour, but after he spoke to [[Madonna]] on the phone, he found her charming, and agreed to sign for the tour.	Male,Female
6183	[[Valentine]] released her first mixtape Route 80 in 2012, the singles "Bubble Gum" and "Hip-hop Joan Jett" became viral hits on YouTube.	Female
6184	After President [[Kennedy's]] assassination, [[Walker]] wrote and spoke publicly about his belief that there were two assassins at the "April Crime" - [[Oswald]] and another [[person]] that was never found.	Amb,Male,Amb,Amb
6185	On July 2 of that year, Mobile Syrup editor [[Kate O'Brien]] told [[readers]] to "start counting down the days Solo Mobile is put to bed".	Amb,Amb
6186	From June 1972 to July 1984 was a senior [[researcher]] at the Economic Faculty of the Leningrad State University, from July 1984 to March 1989 a senior researcher at the Institute of Physics, and from October, 1989 to her death in 1991 a leading researcher of the Mathematics and Mechanics Faculty of Leningrad State University.	Female
6187	In 1942, the [[Kahler]] family moved to Sydney, where [[Gay]] continued this musical tradition when, at the age of two-and-a-half, she captivated [[commuters]] on Sydney's trams and buses as she sang for them.	Amb,Female,Amb
6188	His last words were "Now all is over, [[I]] have to go."	Male
6189	Polytheist religions, including Polytheistic [[reconstructionists]], honour multiple [[goddesses]] and [[gods]], and usually view them as discrete, separate beings.	Amb,Female,Male
6190	The painting shows a [[girl]] ("the elder sister") sitting on a rock and holding a sleeping [[baby]] ("the younger brother") on her lap, with a quiet rural landscape behind them.	Female,Male
6191	The [[narrator]] does not forgive her stupidity, nor her awkward interferences, her absurd remarks and pretensions inherently selfish.	Female
6192	[[He]] was the first pianist to play the complete series of [[Beethoven's]] piano sonatas in England.	Male,Amb
6193	In the heated debate that followed, a Church's [[spokesperson]] declared that (t)he Church must respond to the challenge of [[those]] who want it to stop the process, who would want [[us]] to show that the Church fears the science.	Male,Amb,Amb
6194	On the airplane, [[Cartman]] discovers a black [[passenger]] in the bathroom, and barricades him in.	Amb,Male
6195	However; after a visit with a fertility [[doctor]], [[Jin]] grew angry upon learning that [[Sun]] could not conceive, and accused her of knowing all along.	Amb,Amb,Female
6196	During her years as Broadway’s leading ingénue [[Cook]] was lauded for her excellent lyric soprano voice.	Female
6197	Principles of attachment theory have been used to explain [[adult]] social behaviours, including mating, social dominance and hierarchical power structures, in-[[group]] identification, group coalitions, and negotiation of reciprocity and justice.	Amb,Amb
6198	The female [[figures]], as part of Upper Palaeolithic portable art, appear to have no practical use in the context of subsistence.	Female
6199	In 1961, [[Mary Lyon]] proposed the random inactivation of one female X chromosome to explain the mottled phenotype of female [[mice]] heterozygous for coat color genes.	Amb,Female
6200	On July 25, 2005, [[Musgrave]] criticized a [[witness]] at a congressional [[subcommittee]] hearing who had claimed she was "humiliated and discriminated against" at a [[pharmacist's]] refusal to fill a prescription for emergency contraception, claiming that it was only an issue of "inconvenience" to be denied emergency contraception.	Amb,Female,Amb,Amb
6201	In 1989, while a district court [[judge]] in Newark, New Jersey, she disapproved a plea bargaining deal that would have freed two county [[detectives]] accused of protecting a drug [[dealer]], and forced the case to trial.	Female,Amb,Amb
6202	After a few days of siege, a cannon ball exploded inside the fort, killing six [[officers]] and several [[soldiers]].	Amb,Amb
6203	In 2011, [[she]] became the first female race [[engineer]] to win the 24 Hours of Le Mans.	Female,Female
6204	The song expresses a threatened emancipation, as the [[singer]] tells a [[lover]] that he does not own her, that he is not to tell her what to do or what to say, and that he is not to put her on display.	Female,Female
6205	[[He]] has been [[Leader]] of the Coalition Avenir Québec party since its foundation in 2011.	Male,Male
6206	[[He]] is said to have directly inspired her start on the path of social reform, partly by a chance remark made when walking with [[Carpenter]] through a slum district of Bristol.	Male,Female
6207	Malaya's [[population]] quickly increased during the 19th and 20th centuries, although the majority of Chinese [[immigrants]] were males rather than [[females]].	Amb,Male,Female
6208	Her cause for canonization as a [[saint]] has been progressing in Rome.	Female
6209	[[He]] served as a [[coach]] until 2004.	Male,Male
6210	"[[I]] tell [[you]] what I think is beauty, and hence the scene was of me and [[Rico]] defining ourselves in artistic way and not relying on [[society]] to dictate it," she added.	Female,Amb,Amb,Amb
