id	source with headwords	gender labels of headwords
5443	As a senior economic [[advisor]] for Open Society, a group founded by billionaire [[George Soros]], she advises nine reform-committed African [[heads]] of state including [[Paul Kagame]] of Rwanda and [[Ellen Johnson-Sirleaf]] of Liberia.	Female,Amb,Amb,Amb,Amb
5444	The film's five sex scenes include a scene between network executive [[Jake]] (Herschel Savage) and assistant [[Karina]] (Evie Delatosso), and actress [[Jenny]] (Ashlynn Brooke) having sex with a [[writer]] before she cons him creating a sketch for her.	Male,Female,Female,Male
5445	[[Alexander]] married the court Greek king [[Popudov]], and [[Elena]] became Alexander [[Borisovich Lakiyer's]] wife — the author of "The Russian heraldry".	Amb,Male,Female,Amb
5446	Female [[chimpanzees]] also have a hierarchy, which is influenced by the position of a female [[individual]] within a [[group]].	Female,Female,Amb
5447	His [[character]][['s]] lines "If he dies, he dies" and "I must break you" are amongst the best known of the Rocky series, and have often been cited in popular culture.	Amb,Male
5448	Afterwards, [[Lisa]] presents her argument at the [[parent teacher]] meeting at school.	Female,Amb
5449	Despite her timid demeanor, [[she]] managed to win her position anyway due to her [[vice president's]] speech that sounded threatening to the rest of the [[student]] body.	Female,Amb,Amb
5450	Suddenly, the [[baby]] is kidnapped by an [[eagle]], but [[Sasuke]], a samurai, recovers the baby and takes him as a disciple.	Male,Amb,Male
5451	The trees pictured in the seal symbolize the state's wealth of timber, and the [[farmer]], his [[horse]], and the three shocks of wheat stand for Alaskan agriculture.	Male,Amb
5452	The [[woman's]] hair was auburn, which matched the criteria for the [[killer]].	Female,Amb
5453	Following his release, [[he]] returned to 20th Century Fox where he became infatuated with the unknown [[Marilyn Monroe]], and played a key role in launching her career.	Male,Female
5454	While in London, [[Cooper]] spends a night with tech journalist [[Sonja]] (Hannah [[John]]-Kamen).	Amb,Amb,Amb
5455	[[He]] became [[President]] when [[Banzer]] resigned because of aggravated health problems (he died a year following his resignation).	Male,Male,Male
5456	In this original version of the Kaddish Symphony, [[Bernstein]] specified that the [[narrator]] be female.	Amb,Female
5457	The song's lyrics have [[Lopez]] convincing her [[lover]] that she cares about him, and that their chemistry isn't "pretend" or "make-believe", with her even stating that she'd die before hurting him.	Female,Male
5458	The Palestinian [[President]] is much more helpless, and has to ask the third[[-party]] help for most of his actions.	Male,Amb
5459	As a designated [[employee]] of the press centre, she also took an active part in agitation and propaganda activities concerning the implementation of laws approved by the Uzbek [[government]].	Female,Amb
5460	In a "post credits scene", [[Mindy]] shows up at the house of a bullied [[kid]] holding [[Kick-Ass's]] uniform, announcing that she is now going to train him to be a superhero.	Female,Male,Amb
5461	[[Savannah "'Vannah" Jackson]] is a successful television producer who believes that one day her married [[lover]] will leave his [[wife]] for her.	Female,Male,Female
5462	Ranking criteria include [[student]] body characteristics, classes, faculty, finances, library, and reputation.	Amb
5463	In January 2001, when the band called [[Dumb Luck]] (which later became The Used, then consisting of [[Quinn]], [[Jeph]] and [[Branden]]) were looking for a [[singer]], Quinn remembered [[Bert]] and he was invited to try out.	Amb,Amb,Amb,Amb,Amb,Male
5464	It depicts a female [[performer]] standing on a [[horse]] at the Circus Fernando (renamed the Circus Médrano in 1890, after its most famous [[clown]]).	Female,Amb,Amb
5465	[[Weaver]] also performed well in the South as he won counties in Alabama, Georgia, Mississippi, North Carolina, and Texas.	Male
5466	The [[trio]] toured the U.S. from March 9 until March 25 starting in Arizona and finishing in Illinois.	Amb
5467	[[She]] is also very popular at school, with many of the male [[students]] faking injury or sickness so she could "treat" them.	Female,Male
5468	In the Matthean account, [[Jesus]] is presented as quoting [[Daniel]] explicitly.	Male,Amb
5469	In 2012, [[Smith]] began co-creating a [[children's]] book series based on her French bulldog, [[Hugo]].	Female,Amb,Amb
5470	Of the 2,683 counties making returns, [[Cleveland]] won in 1,389 (51.77%), [[Harrison]] carried 1,017 (37.91%), while [[Weaver]] placed first in 276 (10.29%).	Amb,Amb,Amb
5471	During this time [[he]] was making a trip to the Caucasus, accompanied by General of the cavalry [[Nikolay Raevsky]], who also was a hero of the Patriotic War of 1812 and a friend of the [[poet]].	Male,Amb,Male
5472	It uses only uppercase letters; making it a unicase alphabet, with one exception: the letter s, which marks the third [[person]] possessive suffix.	Amb
5473	The museum has several named installations, each described below: Courage - a determined [[individual]] banging his head against a brick wall Love - a pair of wooden puppets "going through the motion of kissing but feeling nothing because of depersonalization Patience - a glass pyramid precariously balanced on a ball Friendship - "an apparatus designed to work only if the [[victim]] stays primly in place at a safe distance: the frog daren’t struggle or he’ll make contact and get hurt by electric shock" Religion - a wooden crucifix stuck in an ant hill.	Male,Male
5474	[[He]] removes his programming from [[Piper]] and [[Trickster]] (although [[Wally]] is apparently able to return Piper to his better nature by reminding his friend of his secret identity).	Male,Amb,Amb,Male
5475	He is [[author]] of a book ...	Male
5476	Distrustful of the [[OSS]] who allowed her [[father]] to be kidnapped by the [[Nazis]], [[Angel]] enlists [[Fairburne]] to destroy a railway gun at Regelino Viaduct in order to prove himself and convince the [[group]] to join forces.	Amb,Male,Amb,Female,Male,Amb
5477	Instead of placing the onus on the [[writer]] to make sure it does not adversely affect other operations in progress, it is placed on the [[reader]], who after completing an entire transaction verifies that other threads have not concurrently made changes to memory that it accessed in the past.	Amb,Amb
5478	She has been [[Professor]] of Music Education there since 2004.	Female
5479	[[He]] has won 10 singles titles, and 7 doubles titles on the ITF [[Men's]] Circuit.	Male,Male
5480	"Reaching Out" ([[Hill]], [[Black]]) "Tie Your Mother Down" (May) "Fat Bottomed Girls" (May) "Another One Bites the Dust" ([[Deacon]]) "Fire and Water" ([[Rodgers]], [[Andy Fraser]]) "Crazy Little Thing Called Love" (Mercury) "Teo Torriatte (Let Us Cling Together)" (May) "These Are the Days of Our Lives" ([[Queen]]) "Radio Ga Ga" ([[Taylor]]) "Can’t Get Enough" ([[Mick Ralphs]]) "I Was Born to Love You" (Mercury) "All Right Now" (Rodgers, [[Fraser]]) "We Will Rock You" (May) "We Are the Champions" (Mercury) "God Save the Queen" (Traditional; arranged by [[May]]) Note: The Japanese edition includes a CD audio version instead of the DVD.	Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb,Amb
5481	The [[couple]] became the parents of two [[daughters]] and two sons, [[Rosamund]], [[Valentine]], [[John]] and [[Philip]].	Amb,Female,Male,Male,Male,Male
5482	No longer in a state of war, the [[Admiralty]] had more funds, ships and [[men]] at her disposal to devote to exploratory ventures.	Amb,Male
5483	She was a [[dancer]].	Female
5484	On October 15, 2018, [[Turner]] signed a four-year, $72 million contract extension with the [[Pacers]].	Amb,Amb
5485	[[He]] traveled around the nation making appearances and speeches in support of [[William McKinley's]] candidacy for [[president]].	Male,Amb,Amb
5486	[[Cox]] gathered the material for the screenplay from court documents, oral transcripts, and published articles.	Amb
5487	In October 1962, U.S. President [[John F. Kennedy]] (no relation) appointed [[him]] a member of a private [[corporation]] (COMSAT) to own and operate the United States' share of a global satellite communications system.	Amb,Male,Amb
5488	In 1870, a "white crown over HK" badge for the Blue Ensign flag was proposed by the Colonial [[Secretary]].	Amb
5489	She is a Guess [[model]].	Female
5490	FAP was first conceptualized in the 1980s by psychologists [[Robert Kohlenberg]] and [[Mavis Tsai]] who, after noticing a clinically significant association between [[client]] outcomes and the quality of the therapeutic relationship, set out to develop a theoretical model of behavioral psychotherapy based on these concepts.	Amb,Amb,Amb
5491	[[Yulia]] has two daughters; [[Anna]] (born 2009) and [[Maria]] (born in 2012), whose father is film director [[Alexei Uchitel]].	Amb,Female,Female,Male
5492	Some of the claims included being forced to eat her own feces and act as a sex [[slave]] for male [[doctors]] and [[orderlies]].	Female,Male,Male
5493	[[Cox]] died at his 17-room dream home named Brownie Castle at Granby, Quebec, July 24, 1924.	Male
5494	He has more recently been the [[owner]] of TOPS Knives.	Male
5495	The [[narrator]] takes an instant dislike to [[her]] and soon realises that she is actually the worm he had pulled out of his foot.	Male,Female
5496	[[I]] mean, she's a [[Kelly Clarkson]]-level [[vocalist]].	Amb,Amb,Female
5497	She intended to become a [[coach]].	Female
5498	[[She]] alternates between adoring [[Christian]] and calling him names.	Female,Male
5499	[[Anna]] managed to convert her Calvinist [[husband]] to Catholicism despite his mother, [[Elizabeth Stuart's]] threats to disown any of her [[children]] who became Catholic.	Female,Male,Female,Amb
5500	The main focus of the story in the main campaign revolves around the life of the youngest [[child]] of Baron [[Lahnstein]] who on return to his lands finds that the [[family]] castle is impossible to enter.	Male,Male,Amb
5501	The [[winner]] of Miss International Hungary was expected to be the Ambassador of Peace and Beauty of Hungary.	Female
5502	So after his death [[he]] became the [[owner]] of the garage.	Male,Male
5503	"[[Men's]] 20km Race Walk Results" (PDF).	Male
5504	The [[character]] was listed in Wetpaint's "10 Hottest Female [[Doctors]] on TV".	Amb,Female
5505	The root of the tree is labeled a serial node, and the quotient defined by the [[children]] is a complete graph.	Amb
5506	[[Alexander]] chastises [[Elizabeth]] for being out all night and accuses her of neglecting her [[child]].	Amb,Female,Amb
5507	In 2013 [[she]] became the first Asian [[model]] to front a solo cover for Vogue Italia's January issue.	Female,Female
5508	Back home, both [[Smith]] and [[Carlos]] were subject to abuse and they and their [[families]] received death threats.	Amb,Amb,Amb
5509	She is the [[owner]] of 3 national records.	Female
5510	[[They]] were known as skilled craftsmen and shipbuilders in ancient times and controlled much of the Adriatic and Ionian Sea using their numerous warships.	Male
5511	[[He]] doesn't like to fight but will if necessary, especially to protect his [[partner]] (often from her own temper).	Male,Female
5512	The [[player]] may also allow [[Red]] to exit his machine at any time, giving him the ability to swim, climb ladders, activate panels or switches, and immobilize [[enemies]] with his stun gun.	Amb,Male,Amb
5513	His [[parents]] met at a mall when [[she]] was a [[student]] at Brigham Young University and [[he]] was playing for the [[Warriors]].	Amb,Female,Female,Male,Amb
5514	In this version of the [[character]], [[she]] is the half-faerie half-sister of the mythic King [[Arthur]].	Female,Female,Male
5515	She's really [[Ed's]] [[dog]].	Amb,Female
5516	The level of exaggeration depends on whether [[one]] seeks realism or a particular style, like a caricature or the style of a specific [[artist]].	Amb,Amb
5517	[[Angel]] of Death: A female angel with androgynous characteristics.	Female
5518	The [[teenager]] recovers ashore, surrounded and tied up by [[Liliputians]].	Amb,Amb
5519	[[She]] has an older brother, [[Steve]], and two younger sisters, [[Meg]] and [[Rebecca]].	Female,Male,Female,Female
5520	The [[patient]] from Kahramanmaraş had lost her upper jaw six years prior in a firearm accident, including her mouth, lips, palate, teeth and nasal cavity, and was since then unable to eat.	Female
5521	A [[prisoner]] with an artificial leg and, unable to hold the stress position, collapsed and was rewarded with two bursts of pepper spray in his face and, later, a particularly savage beating.	Male
5522	As a parliament [[member]] of the Duma, she held the position of the Deputy Chairman of Committee on Legislation and Judicial-legal Reforms and Deputy of the Subcommittee on Matters of State building and Constitutional Rights of [[Citizens]].	Female,Amb
5523	[[Member]] of the [[jury]] of numerous film festivals.	Amb,Amb
5524	In Woman in Hat and Fur Collar, the [[artist]] shows her facial profile and frontal view in the same painting.	Female
5525	[[Michael]] did not honour this alliance, assuming that mountainous Epirus would be mostly impenetrable by any [[Latins]] with whom he made and broke alliances.	Male,Amb
5526	With her first [[husband]] [[she]] had one [[child]], a [[son]].	Male,Female,Male,Male
5527	Moreover [[she]] was the first Russian [[designer]] whose collection appeared on a Vogue cover.	Female,Female
5528	As one of the few [[students]] of the school who has no Iris at all, [[he]] must make use of his intellect to help his [[friends]] see through the incidents that keep popping up.	Male,Male,Amb
5529	He is the [[author]] of over 130 publications.	Male
5530	In the light south-westerly breeze the fleets slowly closed, [[Russell]] from the north east, Tourville, with the weather gage, from the south west, on a starboard tack to bring his line of battle into contact with Russell’s.	Male
5531	Since 1993 [[she]] has been a [[member]] of the Royal Swedish Academy of Engineering Sciences.	Female,Female
5532	In it, [[Effie]] names her [[lover]].	Female,Amb
5533	[[Hindus]] form the majority of Chennai's [[population]] but the city also has substantial Muslim and Christian [[minorities]].	Amb,Amb,Amb
5534	What is certain is that all the [[members]] were men.	Male
5535	The additional options were: alarm system, [[passenger]]-side airbag removal, electric heated seats (GTV only), metallic paint, iridescent paint (only with Lusso trim), leather MOMO seats (only with Lusso trim) and electric sunroof (GTV only).	Amb
5536	The books are considered historical fiction, but the [[author]] always insisted they were descriptive of actual events in her life.	Female
5537	Many notable [[people]] from around the world, including former Presidents [[Franklin D. Roosevelt]], [[Harry S. Truman]], [[George H. W. Bush]], [[Gerald Ford]], and [[Ronald Reagan]], have visited Rochester as patients of the Mayo Clinic.	Amb,Amb,Amb,Amb,Amb,Amb
5538	[[Lang]]	Amb
5539	Список городов Калифорнии по численности [[населения]]	Amb
5540	[[Baby]] Doll	Amb
5541	Goldwater [[Women’s]] Tennis Classic	Female
5542	[[Организации]] Ботсваны	Amb
5543	[[KID]]	Amb
5544	[[Учёные]] в области информатики США	Amb
5545	[[Женская сборная]] Туниса по волейболу	Female
5546	[[Писатели]] Франции по жанрам	Amb
5547	[[Ферро]], [[Оскар]]	Amb,Amb
5548	[[Писательницы]] Португалии	Female
5549	Американская социологическая [[ассоциация]]	Amb
5550	[[Женская]] суперлига Футбольной ассоциации 2018/2019	Female
5551	ФК «[[Барселона]]» в сезоне 1976/1977	Amb
5552	"[[Lana Del Rey]]: 'I wish I was dead already'".	Amb
5553	DJ [[Yella]] Speaks on World Class Wreckin' Cru Days w/ [[Dr. Dre]]".	Amb,Amb
5554	[[Nancy's]] [[father]] not only imposes no restrictions on his daughter, but trusts her both with her own car and his gun (in the original version of The Hidden Staircase ), asks her advice on a frequent basis, and accedes to all her requests.	Female,Male
5555	[[Walker]] mentioned working with the [[band]] during a radio interview with 99X.	Amb,Amb
5556	Soon, the photograph becomes real and [[Keane]] are actually playing in the forest it represents.	Amb
5557	[[Girls]] under age 18 are twice as likely to be beaten by their [[child's]] [[father]] than [[women]] over age 18.	Female,Amb,Male,Female
5558	Eventually King [[Charles II]] intervened to settle the matter, largely in [[Smith's]] favour, and he remained in the [[navy]] despite professional enmities.	Male,Male,Amb
5559	So it was definitely a gift to have that be the means to her magic as a motion-capture [[character]]."	Female
5560	In 1975 the [[artist]] decided to talk about himself on the canvas.	Male
5561	This [[character]] can also be found burrowing her way into the good graces/heart/mind of one of the Big [[Three]] , if not all three at once.	Female,Amb
5562	[[Smith]] spent the remaining thirty years of his life writing books and articles on botany.	Male
5563	Interviewed at the Bologna [[Children's]] Book Fair (Bologna, Italy) in 2012, the [[author]] revealed the origin of her novel.	Amb,Female
5564	[[I]] was subjected not to tens, but, I believe, to hundreds of attacks by influential [[persons]], and even influential [[circles]] - in official documents, public speeches, in newspaper, magazine articles, whole books.	Amb,Amb,Amb
5565	Although not a [[fan]] of the [[singer]], he was intrigued about how her songs would sound when treated by alternative [[musicians]].	Male,Female,Amb
5566	[[Mills]] and [[Harper]] separated in December 1957, when Mills returned from Copenhagen alone, and he divorced in 1959.	Male,Amb
5567	[[Businesses]] with a turnover of less than 8 million is exempt from corporate tax.	Amb
5568	Although [[many]] still get stigmatized for performing with male [[performers]] who usually work in the gay pornography or transsexual pornography industry.	Amb,Male
5569	And [[I]] had to talk [[him]] into how awesome it was gonna be and how important it was, he didn't want to pull me out of that car, he didn't want to call me a c-word, he didn't want to shoot me in the head, but [[David]] made a specific point not to show my [[character]] actually getting the bullet to her head.	Amb,Male,Amb,Female
5570	In 1902 the Conservative [[government]] abolished school [[boards]] across England and transferred their responsibilities to the county [[councils]].	Amb,Amb,Amb
5571	The concept of the album was described by [[Cooper]] as "another nightmare, and this one is even worse than the last one."	Amb
5572	[[He]] also said that his goal as an [[artist]] was to touch [[people]] of all faiths and to bring a sense of peace into their lives through the images he created.	Male,Male,Amb
5573	The [[Texians]] captured 40 [[horses]] and [[mules]].	Amb,Amb,Amb
5574	Her [[host]] remains in the hospital, fighting for her life.	Female
5575	It has been claimed that [[he]] worked as a ship's [[surgeon]] for two years and went on a few voyages, including one to the USA but this has been questioned.	Male,Male
5576	When the [[baby]] died, a post-mortem was conducted to prove that the cause of death was disease (a polyp on the heart) rather than the separation from his [[mother]].	Male,Female
5577	[[Lawrence]] was with a [[friend]] who knew [[Grillo]], and she said Lawrence had an interesting voice.	Amb,Female,Amb
5578	[[Smith]] admitted she has a hard time watching the Saw films, or horror movies in general.	Female
5579	Sensitivity analysis allows assumptions to be changed in aggregate analysis to see what effect it has on results ([[Smith]] et al., 2001:943): Shape of the damage function: This relates impacts to the change in atmospheric greenhouse gas (GHG) concentrations.	Amb
5580	As part of the marriage agreement, the young [[prince]] received grants of land worth 15,000 marks a year.	Male
5581	[[Gregory]] also concerned himself with establishing or restoring monasteries.	Male
5582	In 2007, [[White]] made her television debut on the Australian comedy series Pizza.	Female
5583	In October 1835, Michigan authorized a state constitution and elected [[Mason]] as governor of the new state, although the state was not admitted until 1837.	Amb
5584	In modern Chinese usage, the story of [[Kua Fu]] chasing the Sun (夸父追日) is used to describe a [[person]] who fails to obtain his goal because he greatly overestimates himself.	Male,Male
5585	An [[expert]] in optical measurements, he published 109 papers in the fields of optics and mathematics and was granted 20 patents on optical devices.	Male
5586	[[Baker]], who was pregnant at the time, did not record the song but suggested, that [[Braxton]] record it.	Female,Amb
5587	In 2007, the [[Runaways]] made the list at number five of ten for best [[teams]], citing the best Runaway's moment was when [[Molly]] and [[Victor]] made their version of the X-Men's "Fastball Special".	Amb,Amb,Amb,Amb
5588	"Princess [[Anne]] on the island where [[they]] think her father Prince [[Philip]] is a god".	Female,Amb,Male
5589	Activities included organization of anti-communist [[student]] movements in various universities and indoctrination of [[youths]] in rural villages.	Amb,Amb
5590	At one point, [[he]] even commented that "A [[president]] is all [[we]] require", and that [[Cabinet]] could be abolished.	Male,Amb,Amb,Amb
5591	An [[insider]] threat is a malicious threat to an [[organization]] that comes from people within the organization, such as [[employees]], former [[employees]], [[contractors]] or business [[associates]], who have inside information concerning the organization's security practices, data and computer systems.	Amb,Amb,Amb,Amb,Amb,Amb
5592	[[He]] rejected any kind of favours for his [[family]]; his [[brother]] remained a postal clerk, his favourite [[nephew]] stayed on as village priest, and his three single [[sisters]] lived together close to poverty in Rome, in the same way as other [[people]] of the same humble background lived.	Male,Amb,Male,Male,Female,Amb
5593	He became my best [[friend]]."	Male
5594	[[McCartney]] felt that the four [[members]]' evolution from musicians to businessmen was the central reason for the band's break-up.	Amb,Male
5595	On the night of 2 June 1857, a British officer named Lieutenant [[Cox]] fired on his Indian [[guard]] while drunk.	Male,Amb
5596	Chemistry was taught very passionately by a [[teacher]] that loved the subject and was able to convey her enthusiasm to the [[students]].	Female,Amb
5597	The United States, acting as libelant, brought an action in rem against the book itself rather than the [[author]] or [[importer]], a procedure in the law that [[Morris Ernst]], attorney for the [[publisher]], had previously asked to have inserted when the statute was passed by [[Congress]].	Amb,Amb,Amb,Amb,Amb
5598	[[Silky sharks]] likely orient to these sounds because they are similar to the noise generated by feeding [[animals]] such as [[birds]] or [[dolphins]], thus indicating promising sources of food.	Amb,Amb,Amb,Amb
5599	[[Rye]], who had been placing [[women emigrants]] in Canada since 1867, opened her home at Niagara-on-the-Lake in 1869, and by the turn of the century had settled some 5,000 [[children]], mostly [[girls]], in Ontario.	Female,Female,Female,Female
5600	[[She's]] pretty, she can dance, she can write music, and [[kids]] love her.	Female,Amb
5601	In 1439, King [[Sigismund]] of [[Hungary]] argued with King [[Wladislaw]] of [[Poland]] about dividing Moldavia between their two countries.	Male,Male,Male,Male
5602	After her first appearance, the [[character]] married TV producer [[Brendan Baxter]] (Adrian Edmondson), and she became a TV presenter.	Female,Amb
5603	[[He]] was among a group of [[students]] who set fire to the Hungarian tricolour on 16 October 1895 during the visit of Emperor [[Franz Joseph]] to Zagreb.	Male,Amb,Male
5604	In Marvel UK's Daredevils #3 (March 1983), [[Alan Moore]] established that the [[character]] has begun to work for the fictional governmental [[organization]] S.T.R.I.K.E., who are making use of her psychic abilities.	Amb,Female,Amb
5605	[[Conroy]], the [[Hastings]] family, and the opposition [[Tories]] organised a press campaign implicating the [[Queen]] in the spreading of false rumours about Lady [[Flora]].	Amb,Amb,Amb,Female,Female
5606	In addition to these units, the [[player]] controls a Hero which they have created before playing.	Amb
5607	Canada's highest [[teen]] pregnancy rates occur in small towns located in rural parts of peninsular Ontario.	Female
5608	[[He]] wrote [[her]] a personal letter in her native German, offering her a dowager [[queen's]] pension and permitting her to stay in Denmark under his protection while King [[Christian]] fled to the Low Countries.	Male,Female,Female,Male
5609	That same year a false report was published in Time Magazine that [[Zhang]] had poisoned his [[family]] and killed his Japanese [[advisor]] and other [[members]] of the Manchukuo government before committing suicide.	Male,Amb,Amb,Amb
5610	On one occasion, on May 5, 1977, [[Brown]] sent three [[girls]] to detention because they refused to sit in his class, as they were "sick and tired of hearing him talk."	Male,Female
5611	2001 – [[Winner]] of Anuar Baizhanbayev Prize of the Union of [[Journalists]] of Kazakhstan for the 10th anniversary of Independence.	Amb,Amb
5612	In her first comments as a [[minister]], she said Georgia's foreign policy priorities such as the European and Euro-Atlantic integration, strategic partnership with the United States, and good relations with [[neighbors]] would remain unchanged.	Female,Amb
5613	After his death, the [[dog]] keeps a constant vigil beside her [[master's]] grave in Greyfriars Kirkyard, which is in violation of the local dog laws.	Female,Male
5614	On the Day of Remembrance, this Holocaust [[survivor]] gave his own life so that [[others]] may live.	Male,Amb
5615	With a [[staff]] of 20 people, the [[studio]] released its first game, Curiosity – What's Inside the Cube?, on 6 November 2012, and began working on Godus.	Amb,Amb
5616	[[Marge]] eventually is fed up and gives up her plan.	Female
5617	Since January 22, 2017 the [[leader]] of the second season of the program In Style on the channel U, and since January 30 of the same year he also conducts the program The Business Morning of NTV.	Male
5618	The day before the assault, President [[Obama]] "took a break from rehearsing for the White House [[Correspondents]] Dinner that night to call Admiral [[McRaven]], to wish him luck".	Amb,Amb,Male
5619	After an argument with [[Christian]] about her night out with [[Kate]], [[Ana]] berates Christian for being overly controlling and possessive and demands more freedom.	Female,Amb,Female
5620	It may also be used in childhood phonemic play either solely by the [[child]] or by [[adults]] towards a child to encourage imitation to the delight of both parties.	Amb,Amb
5621	According to the 2012 exit poll results, [[liberals]] constituted 25% of the electorate, and 86% of American liberals favored the [[candidate]] of the Democratic Party.	Amb,Amb
5622	One of the directions of [[company's]] development is the creation of cryostorage facilities in a neutral country such as Switzerland.	Amb
5623	Within three days, [[Collaart's]] fleet located a herring fleet numbering 160 under the guard of a single [[man-of-war]], armed with 39 guns and an 85-men [[crew]].	Amb,Male,Male
5624	The Qatar National Research Fund (QNRF) is a governmental funding body that supports original, competitively selected research by both local and international [[researchers]] for projects that fit with Qatar's national research strategy, and that incorporate a Qatar-based [[partner]].	Amb,Amb
5625	[[They]] are also thought of as reflections of [[Muhammad]] rather than independently made into [[Prophets]], like the [[Prophets]] of antiquity.	Amb,Male,Amb,Amb
5626	[[Kaieda]] worked as an economic analyst and secretary to a [[member]] of the House of [[Councillors]] before winning election to the House of [[Representatives]] in the 1993 general election.	Amb,Amb,Amb,Amb
5627	In his next start, on June 26, [[Kershaw]] pitched another complete game (against the [[Los Angeles Angels]] of Anaheim).	Male,Amb
5628	In her book, Why We Love: The Nature and Chemistry of Romantic Love, [[Fisher]] proposed that [[humanity]] has evolved three core brain systems for mating and reproduction: lust – the sex drive or libido, also described as borogodó. attraction – early stage intense romantic love. attachment – deep feelings of union with a long term [[partner]].	Female,Amb,Amb
5629	As a [[celebrity]], she was asked by Channel 4 to act as a designer for their programme Better Gardens.	Female
5630	[[Walker]] is the only woman to receive the medal and one of only eight [[civilians]] to receive it.	Female,Amb
5631	The Weapons Factories of Villengard were originally mentioned in "The Doctor Dances" ([[Steven Moffat's]] first Doctor Who story), where the Ninth [[Doctor]] implied that he was responsible for their destruction.	Amb,Male
5632	A number of private universities have been established in different cities of Albania, offering [[students]] possibilities of studying in different branches.	Amb
5633	For much of 2011, [[Manson]] removed himself from the public spotlight and ceased almost all communication with [[fans]], only taking a break from his self-imposed sequestration to appear in the music video for "Tempat Ku" by Brunei rock band [[D'Hask]].	Male,Amb,Amb
5634	[[Turner]] and [[Helders]] have both pursued other projects during this time.	Amb,Amb
5635	When leaving Japan, [[he]] said to his [[students]] "[[Boys]], be ambitious!"	Male,Male,Male
5636	[[Alice]] sends the response w ' ' = (w ')s to [[Bob]].	Amb,Amb
5637	For the following year [[they]] rented a single room from a [[farmer]] in the neighbouring countryside, where the young [[Pavarotti]] developed an interest in farming.	Amb,Amb,Amb
5638	Smaller [[animals]] ([[rodents]], [[birds]] and small [[mammals]]) are larger than their non-talking [[relatives]] and larger [[animals]] are slightly smaller.	Amb,Amb,Amb,Amb,Amb,Amb
5639	Sakura Kono (河野 桜, Kōno Sakura) Voiced by: [[Yui Nomura]] A member of the [[student]] council, who does most of the work.	Amb,Amb
5640	On the eve of publishing, [[Rowling]] was asked by her [[publishers]] to adopt a more gender-neutral pen name in order to appeal to the male [[members]] of this age group, fearing that they would not be interested in reading a novel they knew to be written by a [[woman]].	Female,Amb,Male,Female
5641	Her biography claims [[she]] was a fountain [[designer]] and photographer, best known for Flags Up!, a collection of photographs of rural American mailboxes.	Female,Female
5642	There is still some industry here, however, such as a Teva Pharmaceutical Industries plant, construction components [[producer]] Ashtrom, and Solbar a soybean oil [[producer]].	Amb,Amb
5643	If a [[team]] is down to five [[players]] because of injuries and players with six fouls, and a [[player]] commits his sixth foul, he remains in the game and a technical foul is charged.	Amb,Amb,Male
5644	After the battle [[reinforcements]] from south Italy joined Pyrrhus.	Amb
5645	In 1961, [[Singer]] sold the building and subsequently moved to Rockefeller Center.	Amb
5646	[[Teen]] pregnancy and motherhood can influence younger [[siblings]].	Female,Amb
5647	His debut came in the 1987 motion picture Amazing Grace and Chuck, playing a fictitious [[Boston Celtics]] [[star]].	Amb,Male
5648	"Best of the [[baddies]]: No Star Trek evil one was nastier than lunatic [[Khan]]".	Amb,Amb
5649	[[Jérôme d'Arradon]], a French commander, who was entrusted with the command of Hennebont and Blavet by [[Mercœur]], quickly realized that the [[Spaniards]] behaved as their conquerors and did not recognize any authority other than their King, [[Philip]] of Spain.	Amb,Amb,Amb,Male
5650	[[Psychiatrists]] are the successors of "soul [[doctors]]", priests who dealt and deal with the spiritual conundrums, dilemmas, and vexations – the "problems in living" – that have troubled [[people]] forever.	Amb,Male,Amb
5651	The [[editor]] of the newspaper connected [[Yagublu's]] arrest as he was the only reporter who had travelled to Shulaver village in Georgia and interviewed [[Mardun Gumashyan]] whom the [[authorities]] of Azerbaijan had accused of organizing a terrorist act.	Amb,Male,Amb,Amb
5652	One method this was resolved by was to create the first scenario of the game to put the [[player]] in control of [[Clementine's]] actions that have disastrous results (the death of one [[character]] and being separated from [[another]]) as to make the player felt as if they had made those choices and separating them from familiar [[characters]].	Amb,Amb,Amb,Amb,Amb
5653	Sometime later an antique jewelry box which belonged to [[Mary Margaret]] when she was a child is found buried near the old toll bridge and is revealed to contain a human heart which is proven to be [[Kathryn's]] via DNA testing.	Female,Amb
5654	The story concerns a "breach of promise of marriage" lawsuit in which the [[judge]] and legal system are the objects of lighthearted satire.	Amb
5655	Afterwards, it fell upon the dowager [[duchess]] to find her unwed [[grandson]] a suitable [[bride]].	Female,Male,Female
5656	[[He]] is the 1995 Black Belt Magazine [[Instructor]] of the Year.	Male,Male
5657	[[Jon]] and [[Ygritte]] talk about their impending climb and their relationship.	Amb,Amb
5658	[[She]] was a former [[President]] and Director of Research at Haskins Laboratories in New Haven, Connecticut from 1992 to 2008.	Female,Female
5659	After the single release, [[Farmer]] promoted the song in several television shows, performing in Ile de transe (31 October 1985, FR3 ; she also sang "Maman a tort"), Super Platine (Antenne 2; she performed "On est tous des imbéciles" too), Tapage nocturne (27 December 1985, TF1), Hit des Clubs (January 1986, RTL), L'Académie des 9 (14 January 1986, Antenne 2), Citron Grenadine (RTBF) and Azimuts (FR3 Lorraine; she also sang "Chloé").	Female
